text,num_aspects,aspects,aspect_term,sentiment,confidence
"With covid erasing immune memory/protection of even OTHER diseases, if you've had it either a bad case or even just multiple cases, even if mild, you probably should get some vaccines of some stuff you probably don't think you need again. Like. MMR. especially as measles outbreaks get worse.",4,"protection, measles, covid, mmr",measles,negative,0.632
"With covid erasing immune memory/protection of even OTHER diseases, if you've had it either a bad case or even just multiple cases, even if mild, you probably should get some vaccines of some stuff you probably don't think you need again. Like. MMR. especially as measles outbreaks get worse.",4,"protection, measles, covid, mmr",covid,neutral,0.764
"With covid erasing immune memory/protection of even OTHER diseases, if you've had it either a bad case or even just multiple cases, even if mild, you probably should get some vaccines of some stuff you probably don't think you need again. Like. MMR. especially as measles outbreaks get worse.",4,"protection, measles, covid, mmr",mmr,neutral,0.836
Yeaterday I got an MMR vaccine and a COVID vaccine. Now I’m just one Acetaminophen away from adult onset Autism.,3,"vaccine, covid, mmr",vaccine,neutral,0.916
Yeaterday I got an MMR vaccine and a COVID vaccine. Now I’m just one Acetaminophen away from adult onset Autism.,3,"vaccine, covid, mmr",covid,neutral,0.927
Yeaterday I got an MMR vaccine and a COVID vaccine. Now I’m just one Acetaminophen away from adult onset Autism.,3,"vaccine, covid, mmr",mmr,neutral,0.924
"I did RSV, Pneumonia and MMR all in one go.  Zero effects.

Two weeks later, covid and flu together.  No effects that day - Did feel a bit tired the next day.

Everyone's different I guess.

Good luck to all!",2,"covid, mmr",covid,neutral,0.797
"I did RSV, Pneumonia and MMR all in one go.  Zero effects.

Two weeks later, covid and flu together.  No effects that day - Did feel a bit tired the next day.

Everyone's different I guess.

Good luck to all!",2,"covid, mmr",mmr,neutral,0.959
"For free is covered blood panel screening for cholesterol, diabetes, other stuff; STD testing; and immunizations (flu, covid, MMR, TDAP).

Of course if you mention any problems (""my knee hurts"") then it becomes a treatment visit and you have to pay.",2,"covid, mmr",covid,neutral,0.946
"For free is covered blood panel screening for cholesterol, diabetes, other stuff; STD testing; and immunizations (flu, covid, MMR, TDAP).

Of course if you mention any problems (""my knee hurts"") then it becomes a treatment visit and you have to pay.",2,"covid, mmr",mmr,neutral,0.946
"If you're going to Twitchcon, now is a good time to get updated COVID and Flu shots! Heck, people are likely coming in from Texas, so maybe even a new MMR would be smart! 💕💕💕",2,"covid, mmr",covid,positive,0.678
"If you're going to Twitchcon, now is a good time to get updated COVID and Flu shots! Heck, people are likely coming in from Texas, so maybe even a new MMR would be smart! 💕💕💕",2,"covid, mmr",mmr,positive,0.951
"Got a covid booster because... science.
Got an MMR booster because... America.",2,"covid, mmr",covid,neutral,0.89
"Got a covid booster because... science.
Got an MMR booster because... America.",2,"covid, mmr",mmr,neutral,0.847
"Part 2 with @nfidvaccines.bsky.social VP Dr. @kevinault.bsky.social.

ACIP → practice—coverage checks, pharmacy coordination, HBV birth dose, separate MMR+varicella, shared decision-making for COVID-19. #IDsky #MEDsky

Full interview: www.contagionlive.com/view/kevin-a...",2,"covid, mmr",covid,neutral,0.953
"Part 2 with @nfidvaccines.bsky.social VP Dr. @kevinault.bsky.social.

ACIP → practice—coverage checks, pharmacy coordination, HBV birth dose, separate MMR+varicella, shared decision-making for COVID-19. #IDsky #MEDsky

Full interview: www.contagionlive.com/view/kevin-a...",2,"covid, mmr",mmr,neutral,0.94
"definitely getting ones for covid, flu, and an mmr booster, we’ll see if I can do more than that lol",2,"covid, mmr",covid,neutral,0.921
"definitely getting ones for covid, flu, and an mmr booster, we’ll see if I can do more than that lol",2,"covid, mmr",mmr,neutral,0.787
"I agree up to a point but the way the MMR story played out says otherwise. 

It was interesting the way that Covid-vax scepticism polarised this issue differently to MMR tho.",2,"covid, mmr",covid,neutral,0.778
"I agree up to a point but the way the MMR story played out says otherwise. 

It was interesting the way that Covid-vax scepticism polarised this issue differently to MMR tho.",2,"covid, mmr",mmr,neutral,0.872
"Perhaps an even more crucial body is JCVI. 

JCVI status as an advisory body is underpinned in law. 

It *must* respond to questions asked by Sec of Health - so e.g. should a Sec of Health ask about MMR and autism, or covid vax and cancer... 6/11",2,"covid, mmr",covid,neutral,0.952
"Perhaps an even more crucial body is JCVI. 

JCVI status as an advisory body is underpinned in law. 

It *must* respond to questions asked by Sec of Health - so e.g. should a Sec of Health ask about MMR and autism, or covid vax and cancer... 6/11",2,"covid, mmr",mmr,neutral,0.964
I mean I’ve been in hell for two days but that’s because I got my Covid/flu/MMR boosters so idk if that qualifies,2,"covid, mmr",covid,neutral,0.949
I mean I’ve been in hell for two days but that’s because I got my Covid/flu/MMR boosters so idk if that qualifies,2,"covid, mmr",mmr,neutral,0.924
"got Covid, Flu, MMR, and RSV all at once at Walgreens last week.  Chicago Wag’s. Frictionless.",2,"covid, mmr",covid,neutral,0.873
"got Covid, Flu, MMR, and RSV all at once at Walgreens last week.  Chicago Wag’s. Frictionless.",2,"covid, mmr",mmr,neutral,0.912
"Except that he told me MMR was all that was needed to prevent Covid, and also I shouldn't have allowed my kids to be vaccinated. Whatever, dude.",2,"covid, mmr",covid,neutral,0.824
"Except that he told me MMR was all that was needed to prevent Covid, and also I shouldn't have allowed my kids to be vaccinated. Whatever, dude.",2,"covid, mmr",mmr,neutral,0.961
"So walking home with my son after his MMR shot I was explaining how vaccines work and the selfishness of the deniers. I told him about the Ivermectin belief in regards to COVID. My 9 yo stopped in his tracks, ‘that’s silly.’ Some days there is hope.",2,"covid, mmr",covid,neutral,0.953
"So walking home with my son after his MMR shot I was explaining how vaccines work and the selfishness of the deniers. I told him about the Ivermectin belief in regards to COVID. My 9 yo stopped in his tracks, ‘that’s silly.’ Some days there is hope.",2,"covid, mmr",mmr,neutral,0.981
"that's a real thing tho, but I forget the details. basically any vaccine puts the immune system on above normal alert I think was the hypothesis, and there's evidence of lower covid infections soon after mmr I think?",3,"vaccine, covid, mmr",vaccine,neutral,0.793
"that's a real thing tho, but I forget the details. basically any vaccine puts the immune system on above normal alert I think was the hypothesis, and there's evidence of lower covid infections soon after mmr I think?",3,"vaccine, covid, mmr",covid,positive,0.479
"that's a real thing tho, but I forget the details. basically any vaccine puts the immune system on above normal alert I think was the hypothesis, and there's evidence of lower covid infections soon after mmr I think?",3,"vaccine, covid, mmr",mmr,neutral,0.971
"Vaxxed the hell out of myself today: flu, Covid, MMR",2,"covid, mmr",covid,neutral,0.833
"Vaxxed the hell out of myself today: flu, Covid, MMR",2,"covid, mmr",mmr,neutral,0.843
"Well, maybe I should have split the vaccines up into 2  at a time instead of 4 at once. I have a fever, probably from the MMR or Tdap and an extremely sore left arm from the Covid vax. I am going to bed. Hope I feel better tomorrow. Hope you all are staying safe and doing OK.",2,"covid, mmr",covid,neutral,0.855
"Well, maybe I should have split the vaccines up into 2  at a time instead of 4 at once. I have a fever, probably from the MMR or Tdap and an extremely sore left arm from the Covid vax. I am going to bed. Hope I feel better tomorrow. Hope you all are staying safe and doing OK.",2,"covid, mmr",mmr,neutral,0.942
The right wing homestead grifters in my hometown suddenly all have Tylenol stories when before it was MMR stories and before that it was COVID stories. It’s almost like they all lie and follow the same playbook to push their fake “cures”,2,"covid, mmr",covid,neutral,0.916
The right wing homestead grifters in my hometown suddenly all have Tylenol stories when before it was MMR stories and before that it was COVID stories. It’s almost like they all lie and follow the same playbook to push their fake “cures”,2,"covid, mmr",mmr,neutral,0.941
"Perversely, the way you know this is all a sham is that every RFK Jr crackpot change so far is at the margins. He KNOWS what his own antivax following really wants - an end to MMR, dtap, rotavirus, covid vaccines, vitamin k, etc. But he can't give it to them without risking a bunch of dead babies",2,"covid, mmr",covid,neutral,0.95
"Perversely, the way you know this is all a sham is that every RFK Jr crackpot change so far is at the margins. He KNOWS what his own antivax following really wants - an end to MMR, dtap, rotavirus, covid vaccines, vitamin k, etc. But he can't give it to them without risking a bunch of dead babies",2,"covid, mmr",mmr,neutral,0.878
"But my old OBGYN told me the MMR vaccine would protect me from Covid! How can it be bad when it helps against Covid???

No joke, that's what he told me. Then I couldn't get test results for 3 weeks because he was out with Covid.",3,"vaccine, covid, mmr",vaccine,neutral,0.79
"But my old OBGYN told me the MMR vaccine would protect me from Covid! How can it be bad when it helps against Covid???

No joke, that's what he told me. Then I couldn't get test results for 3 weeks because he was out with Covid.",3,"vaccine, covid, mmr",covid,neutral,0.894
"But my old OBGYN told me the MMR vaccine would protect me from Covid! How can it be bad when it helps against Covid???

No joke, that's what he told me. Then I couldn't get test results for 3 weeks because he was out with Covid.",3,"vaccine, covid, mmr",mmr,neutral,0.645
"so Tylenol supposedly causes autism, but so does MMR, despite autism predating either of them – how could this be? negativity bias! this is why when ppl consider something to be ""bad"" they can invent hundreds of causes w/little evidence & ppl will believe it...
juliaserano.medium.com/what-covid-l...",2,"covid, mmr",covid,neutral,0.756
"so Tylenol supposedly causes autism, but so does MMR, despite autism predating either of them – how could this be? negativity bias! this is why when ppl consider something to be ""bad"" they can invent hundreds of causes w/little evidence & ppl will believe it...
juliaserano.medium.com/what-covid-l...",2,"covid, mmr",mmr,neutral,0.8
"Tylenol doesn’t cause autism. 
The ‘R’ in MMR is rubella. 

Please don’t take advice from the man that told you to drink bleach and ivermectin if you had COVID-19.",2,"covid, mmr",covid,neutral,0.845
"Tylenol doesn’t cause autism. 
The ‘R’ in MMR is rubella. 

Please don’t take advice from the man that told you to drink bleach and ivermectin if you had COVID-19.",2,"covid, mmr",mmr,neutral,0.875
"I was at #Walgreens picking up a script today & saw that the MMR, HPV & meningococcal Vax aren't available. 
Just struck out with ink like it was nothing...

Should duck into #CVS to see if it's the same.

Can't wait to fight for COVID shots for me &  my daughter with MS.

Wtf is our country ?",2,"covid, mmr",covid,neutral,0.711
"I was at #Walgreens picking up a script today & saw that the MMR, HPV & meningococcal Vax aren't available. 
Just struck out with ink like it was nothing...

Should duck into #CVS to see if it's the same.

Can't wait to fight for COVID shots for me &  my daughter with MS.

Wtf is our country ?",2,"covid, mmr",mmr,negative,0.575
"Dr Trump, who back in 2020 suggested we should drink bleach to protect us from Covid, is now giving MMR Vaccine advice on ‘what he feels’!",3,"vaccine, covid, mmr",vaccine,neutral,0.906
"Dr Trump, who back in 2020 suggested we should drink bleach to protect us from Covid, is now giving MMR Vaccine advice on ‘what he feels’!",3,"vaccine, covid, mmr",covid,neutral,0.902
"Dr Trump, who back in 2020 suggested we should drink bleach to protect us from Covid, is now giving MMR Vaccine advice on ‘what he feels’!",3,"vaccine, covid, mmr",mmr,neutral,0.95
"They won't even make the COVID or MMR vaccines available. They dont care about Strep B!

We're all just burdens to society to be used, kept weak, and die when we are no longer useful.

I want to believe in Science, but when more than half of all Americans vote for crimson creosote, I don't know.",2,"covid, mmr",covid,neutral,0.613
"They won't even make the COVID or MMR vaccines available. They dont care about Strep B!

We're all just burdens to society to be used, kept weak, and die when we are no longer useful.

I want to believe in Science, but when more than half of all Americans vote for crimson creosote, I don't know.",2,"covid, mmr",mmr,neutral,0.879
"Getting vaxxed today for flu, covid, DPT and MMR because my titers are low for MMR and DP & I'm due for tetanus anyway.",2,"covid, mmr",covid,neutral,0.949
"Getting vaxxed today for flu, covid, DPT and MMR because my titers are low for MMR and DP & I'm due for tetanus anyway.",2,"covid, mmr",mmr,neutral,0.948
"I wouldn't be surprised if it's along the lines of his musings about Covid testing: don't diagnose autism and it magically goes away...

Possibly also disallow pregnant people from taking Tylenol and don't give infants the MMR vaccine (courtesy of 💩 Andrew Wakefield 💩) 🙄",4,"pregnant, vaccine, covid, mmr",pregnant,neutral,0.551
"I wouldn't be surprised if it's along the lines of his musings about Covid testing: don't diagnose autism and it magically goes away...

Possibly also disallow pregnant people from taking Tylenol and don't give infants the MMR vaccine (courtesy of 💩 Andrew Wakefield 💩) 🙄",4,"pregnant, vaccine, covid, mmr",vaccine,neutral,0.862
"I wouldn't be surprised if it's along the lines of his musings about Covid testing: don't diagnose autism and it magically goes away...

Possibly also disallow pregnant people from taking Tylenol and don't give infants the MMR vaccine (courtesy of 💩 Andrew Wakefield 💩) 🙄",4,"pregnant, vaccine, covid, mmr",covid,neutral,0.882
"I wouldn't be surprised if it's along the lines of his musings about Covid testing: don't diagnose autism and it magically goes away...

Possibly also disallow pregnant people from taking Tylenol and don't give infants the MMR vaccine (courtesy of 💩 Andrew Wakefield 💩) 🙄",4,"pregnant, vaccine, covid, mmr",mmr,neutral,0.877
COVID booster achieved! Also spoke to my doc about the MMR and she met me 1/2 way. We're going to test my antibodies and then determine if I need another shot or not.,2,"covid, mmr",covid,neutral,0.791
COVID booster achieved! Also spoke to my doc about the MMR and she met me 1/2 way. We're going to test my antibodies and then determine if I need another shot or not.,2,"covid, mmr",mmr,neutral,0.955
"I just got an updated MMR booster, a COVID and a flu shot here in central California at a cvs. It was easy and, at least for me, no side affects at all.",2,"covid, mmr",covid,neutral,0.957
"I just got an updated MMR booster, a COVID and a flu shot here in central California at a cvs. It was easy and, at least for me, no side affects at all.",2,"covid, mmr",mmr,positive,0.917
"My wrap-up story on Friday's chaotic ACIP meeting for @medscape.com 

#Medsky #IDsky #pediatrics #infectiousdisease #vaccines #COVID #MMR #MMRV #hepatitisB #geriatrics #obgyn",2,"covid, mmr",covid,neutral,0.948
"My wrap-up story on Friday's chaotic ACIP meeting for @medscape.com 

#Medsky #IDsky #pediatrics #infectiousdisease #vaccines #COVID #MMR #MMRV #hepatitisB #geriatrics #obgyn",2,"covid, mmr",mmr,neutral,0.95
"Is one of these you? No. This is all of us. Tomorrow is the rapture. It's important to get enough sleep before the rapture. Take a nap. Also, make sure you get your vaccines. Heaven has vaccine requirements including Covid and flu, MMR, Pneumonia, shingles (depending on your age), and DipTet.",3,"vaccine, covid, mmr",vaccine,neutral,0.885
"Is one of these you? No. This is all of us. Tomorrow is the rapture. It's important to get enough sleep before the rapture. Take a nap. Also, make sure you get your vaccines. Heaven has vaccine requirements including Covid and flu, MMR, Pneumonia, shingles (depending on your age), and DipTet.",3,"vaccine, covid, mmr",covid,neutral,0.94
"Is one of these you? No. This is all of us. Tomorrow is the rapture. It's important to get enough sleep before the rapture. Take a nap. Also, make sure you get your vaccines. Heaven has vaccine requirements including Covid and flu, MMR, Pneumonia, shingles (depending on your age), and DipTet.",3,"vaccine, covid, mmr",mmr,neutral,0.932
"Sep 19-22 poll of 9,257 U.S. adults (+/-2.1%)
% of U.S. adults who say that for most of each group, when getting this vaccine the benefits [outweigh the risks | are outweighed by the risks]
The COVID vaccine for U.S. adults 41% | 24%
MMR for children 61% | 12%
today.yougov.com/topics/healt...",3,"vaccine, covid, mmr",vaccine,neutral,0.943
"Sep 19-22 poll of 9,257 U.S. adults (+/-2.1%)
% of U.S. adults who say that for most of each group, when getting this vaccine the benefits [outweigh the risks | are outweighed by the risks]
The COVID vaccine for U.S. adults 41% | 24%
MMR for children 61% | 12%
today.yougov.com/topics/healt...",3,"vaccine, covid, mmr",covid,neutral,0.919
"Sep 19-22 poll of 9,257 U.S. adults (+/-2.1%)
% of U.S. adults who say that for most of each group, when getting this vaccine the benefits [outweigh the risks | are outweighed by the risks]
The COVID vaccine for U.S. adults 41% | 24%
MMR for children 61% | 12%
today.yougov.com/topics/healt...",3,"vaccine, covid, mmr",mmr,neutral,0.91
I did MMR a week after Covid. 1963 was a long time ago!,2,"covid, mmr",covid,neutral,0.903
I did MMR a week after Covid. 1963 was a long time ago!,2,"covid, mmr",mmr,neutral,0.968
"So I think I’m all topped off on vaccinations now. Covid, flu, pneumonia, MMR. Can’t get RSV yet, as far as I can tell. What else ya got?",2,"covid, mmr",covid,neutral,0.927
"So I think I’m all topped off on vaccinations now. Covid, flu, pneumonia, MMR. Can’t get RSV yet, as far as I can tell. What else ya got?",2,"covid, mmr",mmr,neutral,0.91
"The maternal mortality rate, or MMR, has been rising since then, with a combination of factors including Taliban rule, Covid, and especially the sudden reduction in access to skilled HCW and treatment facilities to prevent the top MMR causes- hemorrhage, sepsis, pre/eclampsia, obstructed labor...",2,"covid, mmr",covid,neutral,0.873
"The maternal mortality rate, or MMR, has been rising since then, with a combination of factors including Taliban rule, Covid, and especially the sudden reduction in access to skilled HCW and treatment facilities to prevent the top MMR causes- hemorrhage, sepsis, pre/eclampsia, obstructed labor...",2,"covid, mmr",mmr,neutral,0.818
"Thank you. We'll get COVID + Flu shots at pharmacy in Kansas, same one we went to earlier in year for MMR booster (for people originally vaxxed mid 1960s). They were doing a lot of MMR boosters for Missourians when we were there.",2,"covid, mmr",covid,neutral,0.927
"Thank you. We'll get COVID + Flu shots at pharmacy in Kansas, same one we went to earlier in year for MMR booster (for people originally vaxxed mid 1960s). They were doing a lot of MMR boosters for Missourians when we were there.",2,"covid, mmr",mmr,neutral,0.924
"Had the MMR earlier in the year - no problem. 

Had the flu shot and Covid booster on Thursday. No problem.",2,"covid, mmr",covid,neutral,0.638
"Had the MMR earlier in the year - no problem. 

Had the flu shot and Covid booster on Thursday. No problem.",2,"covid, mmr",mmr,neutral,0.906
"Vaccines save lives
#GetVaccinated
#MMR
#Covid
#Polio
#Influenza
And, any other vaccine that is typically required for seniors, babies, school-aged children. The benefits far out weigh the risks.",3,"vaccine, covid, mmr",vaccine,neutral,0.828
"Vaccines save lives
#GetVaccinated
#MMR
#Covid
#Polio
#Influenza
And, any other vaccine that is typically required for seniors, babies, school-aged children. The benefits far out weigh the risks.",3,"vaccine, covid, mmr",covid,neutral,0.823
"Vaccines save lives
#GetVaccinated
#MMR
#Covid
#Polio
#Influenza
And, any other vaccine that is typically required for seniors, babies, school-aged children. The benefits far out weigh the risks.",3,"vaccine, covid, mmr",mmr,neutral,0.777
"I’m old enough to have had the childhood viruses, I had the whole bunch of public vaccinations everyone used to get including Polio. I’ve had backup MMR, and then COVID, flu (regularly), RSV, Pneumonia and Shingles. I think I’m ok. Stupid people can just enjoy the consequences of their stupidity!",2,"covid, mmr",covid,neutral,0.932
"I’m old enough to have had the childhood viruses, I had the whole bunch of public vaccinations everyone used to get including Polio. I’ve had backup MMR, and then COVID, flu (regularly), RSV, Pneumonia and Shingles. I think I’m ok. Stupid people can just enjoy the consequences of their stupidity!",2,"covid, mmr",mmr,neutral,0.899
"Got Covid jab, flu shot and MMR today. They told me to come back for tetanus and HPV. I said um ain't HPV just for teens and whatever? They said no, now it's recommended for under 45. Check with your doctor. Either way, I feel 👍🏿
Normally get Moderna but they only had Pfizer. Hope it's the same.",2,"covid, mmr",covid,neutral,0.947
"Got Covid jab, flu shot and MMR today. They told me to come back for tetanus and HPV. I said um ain't HPV just for teens and whatever? They said no, now it's recommended for under 45. Check with your doctor. Either way, I feel 👍🏿
Normally get Moderna but they only had Pfizer. Hope it's the same.",2,"covid, mmr",mmr,neutral,0.975
"Flu, Covid, Shingles, MMR. Going back for pneumonia and RSV on Tuesday.",2,"covid, mmr",covid,neutral,0.848
"Flu, Covid, Shingles, MMR. Going back for pneumonia and RSV on Tuesday.",2,"covid, mmr",mmr,neutral,0.948
"All vaccines, whole family & flu shot every year since 5 yrs old. Honduras required proof of measles shot to return to US this year. Had to get an MMR as records didn't exist for me. COVID vax multiple times for me & the family. RFK Jr is a nut case.",3,"measles, covid, mmr",measles,neutral,0.969
"All vaccines, whole family & flu shot every year since 5 yrs old. Honduras required proof of measles shot to return to US this year. Had to get an MMR as records didn't exist for me. COVID vax multiple times for me & the family. RFK Jr is a nut case.",3,"measles, covid, mmr",covid,neutral,0.821
"All vaccines, whole family & flu shot every year since 5 yrs old. Honduras required proof of measles shot to return to US this year. Had to get an MMR as records didn't exist for me. COVID vax multiple times for me & the family. RFK Jr is a nut case.",3,"measles, covid, mmr",mmr,neutral,0.941
"The new vaccine committee on a whole clearly doesn't understand what public health is, doesn't get many people have difficulty getting into primary care for a prescription for a vaccine, doctors already make the recommendation to separate mmr from v, the risks and cost  associated with covid...",3,"vaccine, covid, mmr",vaccine,neutral,0.971
"The new vaccine committee on a whole clearly doesn't understand what public health is, doesn't get many people have difficulty getting into primary care for a prescription for a vaccine, doctors already make the recommendation to separate mmr from v, the risks and cost  associated with covid...",3,"vaccine, covid, mmr",covid,neutral,0.906
"The new vaccine committee on a whole clearly doesn't understand what public health is, doesn't get many people have difficulty getting into primary care for a prescription for a vaccine, doctors already make the recommendation to separate mmr from v, the risks and cost  associated with covid...",3,"vaccine, covid, mmr",mmr,neutral,0.856
"We got the flu, Covid Shingles MMR. My whole family did. They have whooping cough measles and something else in Florida now .",3,"measles, covid, mmr",measles,neutral,0.641
"We got the flu, Covid Shingles MMR. My whole family did. They have whooping cough measles and something else in Florida now .",3,"measles, covid, mmr",covid,neutral,0.875
"We got the flu, Covid Shingles MMR. My whole family did. They have whooping cough measles and something else in Florida now .",3,"measles, covid, mmr",mmr,neutral,0.948
"I got my Fall Covid booster and Flu vax last week. No questions/issues from the pharmacy (CVS), Completely paid for by my State (CA). I got my MMR booster and Shingles vax at the suggestion of my doctor (I am 62). In all my varied Covid, flu shots over the years, no reactions. I don't glow at night!",2,"covid, mmr",covid,neutral,0.733
"I got my Fall Covid booster and Flu vax last week. No questions/issues from the pharmacy (CVS), Completely paid for by my State (CA). I got my MMR booster and Shingles vax at the suggestion of my doctor (I am 62). In all my varied Covid, flu shots over the years, no reactions. I don't glow at night!",2,"covid, mmr",mmr,neutral,0.917
"and me and me!  I'm collecting every covid vaccine. it's so cool!!!
it's so much better than the disease and I've had that too!  
Now I'm psyched to go get an MMR at 62 years of age and pretty much any other vaccine I can get my hands on.",3,"vaccine, covid, mmr",vaccine,positive,0.765
"and me and me!  I'm collecting every covid vaccine. it's so cool!!!
it's so much better than the disease and I've had that too!  
Now I'm psyched to go get an MMR at 62 years of age and pretty much any other vaccine I can get my hands on.",3,"vaccine, covid, mmr",covid,neutral,0.51
"and me and me!  I'm collecting every covid vaccine. it's so cool!!!
it's so much better than the disease and I've had that too!  
Now I'm psyched to go get an MMR at 62 years of age and pretty much any other vaccine I can get my hands on.",3,"vaccine, covid, mmr",mmr,neutral,0.805
"Me. 69 get a Covid vaccine every 6 months and dodged getting the virus for 4.5 years before I got my first bout, lasted about 5 days and was back to work with no long Covid symptoms. That was a year ago. I have the shingles and pneumonia vaccines, and got a MMR booster last May. Vaccines save lives",3,"vaccine, covid, mmr",vaccine,neutral,0.928
"Me. 69 get a Covid vaccine every 6 months and dodged getting the virus for 4.5 years before I got my first bout, lasted about 5 days and was back to work with no long Covid symptoms. That was a year ago. I have the shingles and pneumonia vaccines, and got a MMR booster last May. Vaccines save lives",3,"vaccine, covid, mmr",covid,neutral,0.873
"Me. 69 get a Covid vaccine every 6 months and dodged getting the virus for 4.5 years before I got my first bout, lasted about 5 days and was back to work with no long Covid symptoms. That was a year ago. I have the shingles and pneumonia vaccines, and got a MMR booster last May. Vaccines save lives",3,"vaccine, covid, mmr",mmr,neutral,0.869
"As a matter of fact, Dec. of last year I got my MMR booster, Tdap, Hep B, Shingles, Pertussis,  Flu & COVID booster all within 2 weeks with a sore arm being the only side effect. Second Shingles brought only a sore arm.",2,"covid, mmr",covid,neutral,0.95
"As a matter of fact, Dec. of last year I got my MMR booster, Tdap, Hep B, Shingles, Pertussis,  Flu & COVID booster all within 2 weeks with a sore arm being the only side effect. Second Shingles brought only a sore arm.",2,"covid, mmr",mmr,neutral,0.975
"I have had every vaccine & booster. Yesterday I had the new COVID and flu vaccine. No arm pain & nothing today. Had the summer COVID booster.
I had pneumonia vaccine last year. I had the RSV last year too. I have had the shingles vaccine. I am going to talk about the MMR at my next checkup.",3,"vaccine, covid, mmr",vaccine,neutral,0.689
"I have had every vaccine & booster. Yesterday I had the new COVID and flu vaccine. No arm pain & nothing today. Had the summer COVID booster.
I had pneumonia vaccine last year. I had the RSV last year too. I have had the shingles vaccine. I am going to talk about the MMR at my next checkup.",3,"vaccine, covid, mmr",covid,neutral,0.649
"I have had every vaccine & booster. Yesterday I had the new COVID and flu vaccine. No arm pain & nothing today. Had the summer COVID booster.
I had pneumonia vaccine last year. I had the RSV last year too. I have had the shingles vaccine. I am going to talk about the MMR at my next checkup.",3,"vaccine, covid, mmr",mmr,neutral,0.832
"Before anyone comes at me - I AM A NURSE THAT BELIEVES IN SCIENCE. 
MMR Booster = nothing
Tetanus and Flu on Wed. = not even the typical sore arm after Tetnus.
Covid and RSV yesterday = arms not sore. Some achy joints,
big improvement over other Covid vx I’ve had. Could be from the RSV…",2,"covid, mmr",covid,neutral,0.767
"Before anyone comes at me - I AM A NURSE THAT BELIEVES IN SCIENCE. 
MMR Booster = nothing
Tetanus and Flu on Wed. = not even the typical sore arm after Tetnus.
Covid and RSV yesterday = arms not sore. Some achy joints,
big improvement over other Covid vx I’ve had. Could be from the RSV…",2,"covid, mmr",mmr,neutral,0.807
"I got the COVID, Flu and MMR vaccines last weekend with only feeling tired for a day as a side effect. Great trade off for not getting sick for a week or more!",2,"covid, mmr",covid,neutral,0.877
"I got the COVID, Flu and MMR vaccines last weekend with only feeling tired for a day as a side effect. Great trade off for not getting sick for a week or more!",2,"covid, mmr",mmr,neutral,0.948
"I have, many, w/no problems. Just had the latest Covid shot. My arm was a little sore, very little, for a couple of days.  

Also had an MMR bc I was not sure if I ever really had it. And I know the vaccines between '63 and '67 for measles was not that good. So I decided to get it now. Just in case.",3,"measles, covid, mmr",measles,negative,0.668
"I have, many, w/no problems. Just had the latest Covid shot. My arm was a little sore, very little, for a couple of days.  

Also had an MMR bc I was not sure if I ever really had it. And I know the vaccines between '63 and '67 for measles was not that good. So I decided to get it now. Just in case.",3,"measles, covid, mmr",covid,neutral,0.88
"I have, many, w/no problems. Just had the latest Covid shot. My arm was a little sore, very little, for a couple of days.  

Also had an MMR bc I was not sure if I ever really had it. And I know the vaccines between '63 and '67 for measles was not that good. So I decided to get it now. Just in case.",3,"measles, covid, mmr",mmr,neutral,0.969
"Two weeks ago got my updated Covid, flu, and pneumonia vaccines. Pretty fatigued the next day but nothing crazy. Yesterday updated TDap and first Shingrix. My arm was sore but otherwise fine. MMR is next.",2,"covid, mmr",covid,neutral,0.847
"Two weeks ago got my updated Covid, flu, and pneumonia vaccines. Pretty fatigued the next day but nothing crazy. Yesterday updated TDap and first Shingrix. My arm was sore but otherwise fine. MMR is next.",2,"covid, mmr",mmr,neutral,0.83
"🙋‍♀️🙋‍♀️ Me I've had everything from MMR to polio to Flu and all my Covid shots!! 
My parents didn't raised no dummies..all 5 of us went to our Pediatrician religiously and we never ever questioned the doctor or scientists!!",2,"covid, mmr",covid,neutral,0.968
"🙋‍♀️🙋‍♀️ Me I've had everything from MMR to polio to Flu and all my Covid shots!! 
My parents didn't raised no dummies..all 5 of us went to our Pediatrician religiously and we never ever questioned the doctor or scientists!!",2,"covid, mmr",mmr,neutral,0.978
I have had every Covid shot and booster. Since the MMR vaccine did not exist when I was a kid I had a titer test to make sure I had immunities. I have also participated in flu and RSV vaccine studies. Other than a few aches and pains for about 12 hours after the shots no issues. No Covid ever.,3,"vaccine, covid, mmr",vaccine,neutral,0.693
I have had every Covid shot and booster. Since the MMR vaccine did not exist when I was a kid I had a titer test to make sure I had immunities. I have also participated in flu and RSV vaccine studies. Other than a few aches and pains for about 12 hours after the shots no issues. No Covid ever.,3,"vaccine, covid, mmr",covid,neutral,0.827
