text,kind,author,date,url,uri,matched_keyword,parent_url,parent_uri,week_start,vaccine_sentiment,vaccine_confidence,covid_vaccine_sentiment,covid_vaccine_confidence,coronavirus_vaccine_sentiment,coronavirus_vaccine_confidence,measles_vaccine_sentiment,measles_vaccine_confidence,mmr_vaccine_sentiment,mmr_vaccine_confidence,mmr_sentiment,mmr_confidence,covid_sentiment,covid_confidence,coronavirus_sentiment,coronavirus_confidence,measles_sentiment,measles_confidence,mumps_sentiment,mumps_confidence,rubella_sentiment,rubella_confidence,side_effects_sentiment,side_effects_confidence,efficacy_sentiment,efficacy_confidence,effectiveness_sentiment,effectiveness_confidence,safety_sentiment,safety_confidence,protection_sentiment,protection_confidence,immunity_sentiment,immunity_confidence,autism_sentiment,autism_confidence,pregnant_sentiment,pregnant_confidence,trump_sentiment,trump_confidence,liberals_sentiment,liberals_confidence,woke_sentiment,woke_confidence,conservative_sentiment,conservative_confidence,republican_sentiment,republican_confidence,government_sentiment,government_confidence,big_pharma_sentiment,big_pharma_confidence,fda_sentiment,fda_confidence,cdc_sentiment,cdc_confidence,who_sentiment,who_confidence
"Got an appointment this afternoon for flu and COVID vaccines, hoping to re-up my MMR as well. Just in case. I don't want to catch or spread any of that",post,june-6-bug.bsky.social,2025-09-12 19:04:43.974000+00:00,https://bsky.app/profile/june-6-bug.bsky.social/post/3lynxdtztfk22,at://did:plc:og4ma6zxp7erpsttr5pb262d/app.bsky.feed.post/3lynxdtztfk22,mmr,,,9/7/25,neutral,0.625,neutral,0.599,neutral,0.595,neutral,0.587,neutral,0.597,neutral,0.561,neutral,0.534,neutral,0.552,neutral,0.522,neutral,0.472,neutral,0.529,neutral,0.483,neutral,0.419,neutral,0.684,neutral,0.67,neutral,0.716,neutral,0.648,neutral,0.587,neutral,0.8,neutral,0.69,neutral,0.746,neutral,0.807,neutral,0.836,neutral,0.819,neutral,0.692,neutral,0.551,neutral,0.702,neutral,0.753,neutral,0.764
Prior officials did not miss or hide deaths from COVID vaccines. They investigate these reports very seriously. If you’ve heard of people reporting they turned into the Hulk years after the MMR or that childhood vaccines turned a little girl into Wonder Woman it’s bc those reports were investigated!,post,ryanmarino.bsky.social,2025-09-12 18:25:04.366000+00:00,https://bsky.app/profile/ryanmarino.bsky.social/post/3lynv4wnxhk2f,at://did:plc:cuowqu3bimpxo4plxd4pg3eh/app.bsky.feed.post/3lynv4wnxhk2f,mmr,,,9/7/25,neutral,0.632,neutral,0.526,neutral,0.54,neutral,0.483,neutral,0.58,neutral,0.643,neutral,0.578,neutral,0.563,neutral,0.583,neutral,0.448,neutral,0.547,neutral,0.421,neutral,0.536,neutral,0.816,neutral,0.736,neutral,0.825,neutral,0.769,neutral,0.577,neutral,0.87,neutral,0.707,neutral,0.725,neutral,0.77,neutral,0.796,neutral,0.803,neutral,0.594,neutral,0.489,neutral,0.693,neutral,0.694,neutral,0.748
"Getting lots a shots today, Covid, flu and a MMR booster. Not playing with y’all out here.",post,jtins.bsky.social,2025-09-12 17:58:35.778000+00:00,https://bsky.app/profile/jtins.bsky.social/post/3lyntnlo3yk2c,at://did:plc:4yv5zckxifz7w3erjaapbhnt/app.bsky.feed.post/3lyntnlo3yk2c,mmr,,,9/7/25,neutral,0.658,neutral,0.594,neutral,0.6,neutral,0.576,neutral,0.598,neutral,0.65,neutral,0.539,neutral,0.532,neutral,0.519,neutral,0.437,neutral,0.5,neutral,0.445,positive,0.471,neutral,0.715,neutral,0.646,neutral,0.688,neutral,0.603,neutral,0.566,neutral,0.74,neutral,0.64,neutral,0.659,neutral,0.736,neutral,0.821,neutral,0.819,neutral,0.604,neutral,0.531,neutral,0.706,neutral,0.75,neutral,0.771
"Welp. If you haven’t gotten you COVID booster, flu shot, MMR & other shots yet, I’d strongly advise doing so within the next week.",post,charlesgaba.com,2025-09-12 16:56:14.135000+00:00,https://bsky.app/profile/charlesgaba.com/post/3lynq63engc2n,at://did:plc:kd4cyu4rpkgjbym3gckhrivz/app.bsky.feed.post/3lynq63engc2n,mmr,,,9/7/25,neutral,0.674,neutral,0.568,neutral,0.598,neutral,0.565,neutral,0.598,neutral,0.664,neutral,0.535,neutral,0.554,neutral,0.615,neutral,0.411,neutral,0.565,neutral,0.451,positive,0.557,neutral,0.675,neutral,0.68,neutral,0.632,neutral,0.621,neutral,0.639,neutral,0.824,neutral,0.692,neutral,0.764,neutral,0.775,neutral,0.811,neutral,0.829,neutral,0.764,neutral,0.538,neutral,0.751,neutral,0.747,neutral,0.821
"not sure about where you live, but my local publix pharmacy gives covid, flu, pneumonia, dtap, shingles, etc... no prescription needed. don't know about MMR as I had it as a child and my recent titer showed immunity.",post,sbsb4.bsky.social,2025-09-12 09:47:10.949000+00:00,https://bsky.app/profile/sbsb4.bsky.social/post/3lymy6uqip22r,at://did:plc:rqe33nxzzfnlpc2grmlhvctp/app.bsky.feed.post/3lymy6uqip22r,mmr,,,9/7/25,neutral,0.448,neutral,0.395,neutral,0.404,neutral,0.388,neutral,0.407,neutral,0.412,neutral,0.397,neutral,0.39,neutral,0.478,negative,0.414,neutral,0.371,negative,0.421,positive,0.577,neutral,0.572,neutral,0.593,neutral,0.539,positive,0.579,neutral,0.353,neutral,0.752,neutral,0.661,neutral,0.703,neutral,0.621,neutral,0.688,neutral,0.701,neutral,0.588,negative,0.427,neutral,0.496,neutral,0.533,neutral,0.651
I think he is including the flu and covid ones and counting MMR and DTap etc as 3 vaccines,post,political-theorist.bsky.social,2025-09-12 05:22:55.464000+00:00,https://bsky.app/profile/political-theorist.bsky.social/post/3lymjgdrims2r,at://did:plc:zanvv2j35lwgwa53lafct4kv/app.bsky.feed.post/3lymjgdrims2r,mmr,,,9/7/25,neutral,0.577,neutral,0.523,neutral,0.561,neutral,0.528,neutral,0.559,neutral,0.587,neutral,0.528,neutral,0.545,neutral,0.516,neutral,0.452,neutral,0.489,neutral,0.433,positive,0.381,neutral,0.478,neutral,0.625,neutral,0.645,neutral,0.616,neutral,0.467,neutral,0.818,neutral,0.548,neutral,0.53,neutral,0.698,neutral,0.61,neutral,0.671,neutral,0.606,neutral,0.506,neutral,0.641,neutral,0.666,neutral,0.675
"I printed out my vaccination records. I’ve received 8 COVID vaccinations (including boosters). I’ve gotten the shingles vaccine; MMR (I had measles and mumps prior to the vaccination’s avail, flu shots, RSV, and pneumonia. Yes, I feel crappy after each one, but all of it is preferable to the disease",post,thebestwords.bsky.social,2025-09-12 00:11:14.018000+00:00,https://bsky.app/profile/thebestwords.bsky.social/post/3lylxyyonrc27,at://did:plc:rjf5u34s3bd2oqaq3di3vex3/app.bsky.feed.post/3lylxyyonrc27,mmr,,,9/7/25,neutral,0.549,neutral,0.488,neutral,0.476,neutral,0.468,neutral,0.512,neutral,0.671,neutral,0.505,neutral,0.496,neutral,0.486,neutral,0.44,neutral,0.516,neutral,0.435,positive,0.533,neutral,0.659,neutral,0.667,neutral,0.661,neutral,0.572,neutral,0.506,neutral,0.76,neutral,0.652,neutral,0.675,neutral,0.684,neutral,0.723,neutral,0.713,neutral,0.678,neutral,0.521,neutral,0.632,neutral,0.649,neutral,0.742
"Get your mmr vax checked too, there's a thing called a titer test to check whether or not covid fucked with your vaccination working properly",post,insatiableone.bsky.social,2025-09-11 22:05:54.715000+00:00,https://bsky.app/profile/insatiableone.bsky.social/post/3lylqyvpqgk24,at://did:plc:xry25rhfiatidkfqf6li64qq/app.bsky.feed.post/3lylqyvpqgk24,mmr,,,9/7/25,neutral,0.569,neutral,0.48,neutral,0.516,neutral,0.483,neutral,0.521,neutral,0.629,neutral,0.457,neutral,0.515,neutral,0.506,neutral,0.423,neutral,0.487,neutral,0.442,positive,0.519,positive,0.419,neutral,0.581,neutral,0.626,neutral,0.519,neutral,0.547,neutral,0.836,neutral,0.69,neutral,0.696,neutral,0.722,neutral,0.722,neutral,0.784,neutral,0.574,neutral,0.516,neutral,0.637,neutral,0.651,neutral,0.744
"Fighting Back Against the Gutting of COVID and MMR Vaccines - It Has Begun.
open.substack.com/pub/marienew...",post,diasr3.bsky.social,2025-09-11 16:45:24.110000+00:00,https://bsky.app/profile/diasr3.bsky.social/post/3lyl73rybpk23,at://did:plc:u6pkvn4thzbp7t63fongdbb2/app.bsky.feed.post/3lyl73rybpk23,mmr,,,9/7/25,neutral,0.761,neutral,0.723,neutral,0.725,neutral,0.716,neutral,0.736,neutral,0.745,neutral,0.749,neutral,0.749,neutral,0.689,neutral,0.665,neutral,0.738,neutral,0.634,neutral,0.567,neutral,0.655,neutral,0.76,neutral,0.771,neutral,0.748,neutral,0.717,neutral,0.908,neutral,0.838,neutral,0.829,neutral,0.815,neutral,0.8,neutral,0.883,neutral,0.749,neutral,0.687,neutral,0.774,neutral,0.776,neutral,0.84
"Since chicken pox and measles are in neighboring counties in getting the following vaccines today
1 flu
2. Covid
3. tdap
4. Shingles
5. MMR

My insurance will cover all except the shingles but since I've got my out of of pocket max they have to pay for it too",post,qoboe.bsky.social,2025-09-11 15:57:22.491000+00:00,https://bsky.app/profile/qoboe.bsky.social/post/3lyl4fvu7ok2v,at://did:plc:lpldxhhdboy23ke2tj3kjn6q/app.bsky.feed.post/3lyl4fvu7ok2v,mmr,,,9/7/25,neutral,0.488,neutral,0.415,neutral,0.417,neutral,0.415,neutral,0.465,neutral,0.564,negative,0.426,negative,0.436,negative,0.398,negative,0.52,neutral,0.435,negative,0.492,neutral,0.508,neutral,0.544,neutral,0.522,neutral,0.616,neutral,0.589,neutral,0.449,neutral,0.715,neutral,0.493,neutral,0.557,neutral,0.648,neutral,0.645,neutral,0.613,neutral,0.489,negative,0.498,neutral,0.627,neutral,0.572,neutral,0.562
"I got a Covid boster a couple of months ago at a CVS in Bear, Delaware. A couple of weeks ago I got a flu shot, an MMR booster, and a polio booster, no questions asked.",post,eilatan.bsky.social,2025-09-11 15:07:56.549000+00:00,https://bsky.app/profile/eilatan.bsky.social/post/3lykznjctx22z,at://did:plc:ytp2oeshphg2khwgkngk6lek/app.bsky.feed.post/3lykznjctx22z,mmr,,,9/7/25,neutral,0.67,neutral,0.678,neutral,0.687,neutral,0.662,neutral,0.668,neutral,0.71,neutral,0.63,neutral,0.669,neutral,0.663,neutral,0.577,neutral,0.65,neutral,0.5,positive,0.491,neutral,0.774,neutral,0.762,neutral,0.742,neutral,0.695,neutral,0.669,neutral,0.901,neutral,0.873,neutral,0.878,neutral,0.866,neutral,0.883,neutral,0.899,neutral,0.835,neutral,0.623,neutral,0.821,neutral,0.841,neutral,0.883
"I got the mmr vaccine last week because the vaccine I may have had in the 70’s was the best and I couldn’t find any evidence that I’d even had it. 

There were 0 side effects!! Like not even a sore arm. It was so much better than the covid/flu ones.",post,swampy-kiwi.bsky.social,2025-09-11 06:22:11.184000+00:00,https://bsky.app/profile/swampy-kiwi.bsky.social/post/3lyk4bfcpgs26,at://did:plc:oxy6si5ulf6xm2zgwgpshskj/app.bsky.feed.post/3lyk4bfcpgs26,mmr,,,9/7/25,positive,0.695,positive,0.623,positive,0.626,positive,0.633,positive,0.585,neutral,0.482,neutral,0.453,positive,0.494,neutral,0.475,positive,0.462,positive,0.493,positive,0.494,positive,0.758,neutral,0.575,neutral,0.625,neutral,0.647,neutral,0.497,neutral,0.501,neutral,0.77,neutral,0.613,neutral,0.615,neutral,0.566,neutral,0.622,neutral,0.605,neutral,0.627,positive,0.441,neutral,0.539,neutral,0.641,neutral,0.61
"#grandparentsForVaccines. I am 72 and remember my parents worrying about us getting polio. Then, a miracle! The polio vaccine. My older sis got measles and mumps at Kindergarten and brought home to me. Then, a miracle!The MMR vaccine! People were dying from COVID.Then a miracle! Don’t go backwards.",post,shortpriest.bsky.social,2025-09-11 01:50:45.258000+00:00,https://bsky.app/profile/shortpriest.bsky.social/post/3lyjn3ztrr22k,at://did:plc:rol6y5qy4k5a33xgu2ylosng/app.bsky.feed.post/3lyjn3ztrr22k,mmr,,,9/7/25,positive,0.62,positive,0.612,positive,0.622,positive,0.623,positive,0.593,positive,0.516,neutral,0.514,positive,0.565,positive,0.572,positive,0.566,positive,0.49,positive,0.568,positive,0.689,neutral,0.565,neutral,0.522,neutral,0.583,neutral,0.504,positive,0.562,neutral,0.743,neutral,0.62,neutral,0.513,neutral,0.573,neutral,0.616,neutral,0.656,neutral,0.549,positive,0.506,neutral,0.545,neutral,0.56,neutral,0.682
"I did Fly/COVID/MMR in one arm last year and felt fine, dunno what is different this time",post,bustronaut.bsky.social,2025-09-11 00:36:40.913000+00:00,https://bsky.app/profile/bustronaut.bsky.social/post/3lyjixldir22c,at://did:plc:pibhrge7h25z3ezj4k4ec3cr/app.bsky.feed.post/3lyjixldir22c,mmr,,,9/7/25,neutral,0.503,negative,0.366,neutral,0.361,negative,0.395,neutral,0.388,negative,0.42,negative,0.458,negative,0.502,negative,0.476,negative,0.604,negative,0.544,negative,0.659,negative,0.542,negative,0.618,neutral,0.426,neutral,0.51,negative,0.35,negative,0.52,neutral,0.447,negative,0.463,neutral,0.492,neutral,0.479,neutral,0.514,neutral,0.544,negative,0.452,negative,0.496,neutral,0.417,neutral,0.499,negative,0.459
"I found NIH doc: coadmin is ok, found a Canadian document, but can't find a CDC doc with a wait suggested. Even the MMR specific doc doesn't mention COVID interactions. The doc I linked seems to say ""go for it"". I even looked at old revs, there was a 2 week period just for Covid in '21-22 but nixed.",post,tibortiger.bsky.social,2025-09-10 22:34:18.774000+00:00,https://bsky.app/profile/tibortiger.bsky.social/post/3lyjc4rerjk2y,at://did:plc:oufmjabxro4l34xxbfmfkegs/app.bsky.feed.post/3lyjc4rerjk2y,mmr,,,9/7/25,neutral,0.499,negative,0.394,negative,0.398,negative,0.4,negative,0.388,neutral,0.486,negative,0.429,negative,0.428,neutral,0.433,negative,0.478,negative,0.444,negative,0.477,negative,0.37,neutral,0.48,neutral,0.514,neutral,0.565,neutral,0.498,negative,0.446,neutral,0.633,negative,0.433,neutral,0.448,neutral,0.535,neutral,0.529,neutral,0.488,negative,0.442,negative,0.45,neutral,0.44,negative,0.399,neutral,0.431
Yay! I got my Covid and MMR on Monday,post,matrn.bsky.social,2025-09-10 21:04:29.472000+00:00,https://bsky.app/profile/matrn.bsky.social/post/3lyj545qccs2u,at://did:plc:tekbelalpovkmtjaa2v53j2o/app.bsky.feed.post/3lyj545qccs2u,mmr,,,9/7/25,neutral,0.649,neutral,0.557,neutral,0.56,neutral,0.521,neutral,0.559,neutral,0.611,neutral,0.612,neutral,0.598,neutral,0.576,neutral,0.456,neutral,0.558,neutral,0.424,positive,0.537,neutral,0.708,neutral,0.717,neutral,0.661,neutral,0.614,neutral,0.625,neutral,0.772,neutral,0.778,neutral,0.785,neutral,0.713,neutral,0.776,neutral,0.787,neutral,0.735,neutral,0.538,neutral,0.665,neutral,0.711,neutral,0.736
"Just got turned down for Moderna vax because had MMR yesterday. Can’t find a CDC citation that says they can be co-administered, guidelines treating mRNA Covid vax like live vax. Any authoritative sources you can point me to so I can gently encourage my pharmacist I don’t need to wait 4 weeks?",post,tibortiger.bsky.social,2025-09-10 20:33:39.235000+00:00,https://bsky.app/profile/tibortiger.bsky.social/post/3lyj3ez7l7s2z,at://did:plc:oufmjabxro4l34xxbfmfkegs/app.bsky.feed.post/3lyj3ez7l7s2z,mmr,,,9/7/25,neutral,0.692,neutral,0.649,neutral,0.651,neutral,0.634,neutral,0.668,neutral,0.705,neutral,0.648,neutral,0.645,neutral,0.624,neutral,0.595,neutral,0.633,neutral,0.602,neutral,0.594,neutral,0.709,neutral,0.727,neutral,0.787,neutral,0.72,neutral,0.625,neutral,0.874,neutral,0.801,neutral,0.74,neutral,0.804,neutral,0.805,neutral,0.799,neutral,0.723,neutral,0.646,neutral,0.731,neutral,0.708,neutral,0.805
"Covid, flu, and MMR booster done! Fuck off brain worm JFKJr",post,pammygirl10.bsky.social,2025-09-10 18:35:18.628000+00:00,https://bsky.app/profile/pammygirl10.bsky.social/post/3lyiurfkap22o,at://did:plc:cvttqewuyjmezsvu7kgacwfd/app.bsky.feed.post/3lyiurfkap22o,mmr,,,9/7/25,neutral,0.598,neutral,0.539,neutral,0.554,neutral,0.511,neutral,0.55,neutral,0.632,neutral,0.598,neutral,0.569,neutral,0.508,neutral,0.427,neutral,0.504,negative,0.41,neutral,0.454,neutral,0.639,neutral,0.77,neutral,0.742,neutral,0.609,neutral,0.522,neutral,0.803,neutral,0.546,neutral,0.505,neutral,0.754,neutral,0.695,neutral,0.642,neutral,0.624,neutral,0.49,neutral,0.644,neutral,0.716,neutral,0.707
"So you can skip tetanus shots
Polio
Chickenpox
Meningitis 
MMR
Flu
COVID
And spread it across US but dogs need their shots. Insanity",post,anglospud.bsky.social,2025-09-10 18:24:40.187000+00:00,https://bsky.app/profile/anglospud.bsky.social/post/3lyiu6eol5s2m,at://did:plc:3dah5smtuvt7ostxlscjmd4k/app.bsky.feed.post/3lyiu6eol5s2m,mmr,,,9/7/25,neutral,0.481,neutral,0.426,neutral,0.43,negative,0.462,negative,0.447,neutral,0.459,negative,0.445,negative,0.439,negative,0.476,negative,0.517,negative,0.444,negative,0.559,negative,0.461,negative,0.495,neutral,0.491,neutral,0.439,neutral,0.446,negative,0.46,neutral,0.626,negative,0.461,negative,0.491,neutral,0.558,neutral,0.525,neutral,0.56,negative,0.506,negative,0.469,neutral,0.474,neutral,0.453,neutral,0.504
"I did the thing. You should also do the thing. 
This is an extremely important year to get as many vaccines in your body as possible. 

Today was flu and covid. Next round will be TDAP and an MMR reup just for safes.",post,mxlabradorite.bsky.social,2025-09-10 17:37:28.794000+00:00,https://bsky.app/profile/mxlabradorite.bsky.social/post/3lyirjyhis222,at://did:plc:j7hyvezkwxkcqmrn37ptzcmn/app.bsky.feed.post/3lyirjyhis222,mmr,,,9/7/25,neutral,0.649,neutral,0.553,neutral,0.556,neutral,0.571,neutral,0.563,neutral,0.711,neutral,0.554,neutral,0.547,neutral,0.67,neutral,0.487,neutral,0.526,neutral,0.487,neutral,0.494,neutral,0.719,neutral,0.588,neutral,0.674,neutral,0.665,neutral,0.576,neutral,0.857,neutral,0.816,neutral,0.823,neutral,0.764,neutral,0.824,neutral,0.814,neutral,0.722,neutral,0.551,neutral,0.605,neutral,0.674,neutral,0.808
"Getting covid, mmr booster and shingles vaccines today. Because I still can !!!!!",post,bikediva.bsky.social,2025-09-10 16:25:42.315000+00:00,https://bsky.app/profile/bikediva.bsky.social/post/3lyinjnhy2k26,at://did:plc:un5agn2aefzikocn3tkzzplo/app.bsky.feed.post/3lyinjnhy2k26,mmr,,,9/7/25,positive,0.507,positive,0.478,neutral,0.481,positive,0.501,positive,0.477,neutral,0.565,neutral,0.57,neutral,0.575,neutral,0.554,neutral,0.47,neutral,0.563,neutral,0.481,positive,0.612,neutral,0.668,neutral,0.656,neutral,0.68,neutral,0.562,neutral,0.56,neutral,0.808,neutral,0.714,neutral,0.756,neutral,0.69,neutral,0.746,neutral,0.776,neutral,0.773,neutral,0.566,neutral,0.69,neutral,0.72,neutral,0.763
"Surprisingly little discomfort in the wake of yesterday's new covid vax and MMR booster. Didn't sleep great, but didn't experience the usual achy, vaguely sick-like feeling this time.",post,cpm5280.bsky.social,2025-09-10 15:08:00.048000+00:00,https://bsky.app/profile/cpm5280.bsky.social/post/3lyij6p6wvc22,at://did:plc:7g6v3bcbu7vavt72ewrcshki/app.bsky.feed.post/3lyij6p6wvc22,mmr,,,9/7/25,positive,0.566,positive,0.555,positive,0.522,positive,0.587,positive,0.601,positive,0.489,negative,0.412,negative,0.426,positive,0.408,negative,0.546,negative,0.486,negative,0.531,positive,0.513,neutral,0.459,neutral,0.516,neutral,0.618,positive,0.417,negative,0.392,neutral,0.449,neutral,0.468,neutral,0.509,negative,0.389,neutral,0.538,neutral,0.5,neutral,0.537,negative,0.413,positive,0.37,neutral,0.36,neutral,0.422
"Getting flu, covid, and pneumonia shots Saturday. Need a recovery day before work on Monday. Had my titers checked and no need for MMR. Not eligible for RSV yet. 
30 years ago I wouldn’t have been so eager to get shots. 😂🤷‍♀️",post,emeldaalonzo.bsky.social,2025-09-10 03:54:45.680000+00:00,https://bsky.app/profile/emeldaalonzo.bsky.social/post/3lyhdku4lws25,at://did:plc:jrefz3ve4vy5ayn7s7ge57ub/app.bsky.feed.post/3lyhdku4lws25,mmr,,,9/7/25,neutral,0.743,neutral,0.619,neutral,0.614,neutral,0.592,neutral,0.577,neutral,0.654,neutral,0.522,neutral,0.536,neutral,0.651,negative,0.497,neutral,0.531,negative,0.48,neutral,0.654,neutral,0.676,neutral,0.776,neutral,0.817,neutral,0.743,neutral,0.537,neutral,0.78,neutral,0.755,neutral,0.783,neutral,0.766,neutral,0.813,neutral,0.788,neutral,0.734,neutral,0.484,neutral,0.759,neutral,0.741,neutral,0.77
"I’m getting covid, flu, rsv, and a repeat mmr next week at the same time. I’m sure I’ll feel super punk too but only after 24-48 hours when I pick myself up off the floor 😂

#worthit",post,moderatetexan.bsky.social,2025-09-10 03:07:15.672000+00:00,https://bsky.app/profile/moderatetexan.bsky.social/post/3lyhavw5ays2k,at://did:plc:f6kvzowt7f7o62gn67n62273/app.bsky.feed.post/3lyhavw5ays2k,mmr,,,9/7/25,neutral,0.617,neutral,0.509,neutral,0.551,neutral,0.469,neutral,0.58,neutral,0.666,neutral,0.482,neutral,0.503,neutral,0.522,negative,0.494,neutral,0.478,negative,0.485,neutral,0.509,neutral,0.683,neutral,0.736,neutral,0.734,neutral,0.557,neutral,0.559,neutral,0.733,neutral,0.678,neutral,0.779,neutral,0.648,neutral,0.763,neutral,0.776,neutral,0.745,neutral,0.55,neutral,0.749,neutral,0.762,neutral,0.766
"I had the flu in 1994. I still remember it. After that I got vaccinated yearly. Haven’t had it since. No Covid either, get all my shots, 🤔 they really might work. I did get the mumps as a kid before there was MMR, was not fun",post,pathsnpaddles.bsky.social,2025-09-10 02:17:52.754000+00:00,https://bsky.app/profile/pathsnpaddles.bsky.social/post/3lyh65mi6fc22,at://did:plc:kucmtn2apq77nqp7dcjic7gy/app.bsky.feed.post/3lyh65mi6fc22,mmr,,,9/7/25,neutral,0.463,negative,0.437,negative,0.405,negative,0.419,negative,0.42,neutral,0.499,negative,0.475,negative,0.472,negative,0.422,negative,0.556,negative,0.491,negative,0.583,neutral,0.39,negative,0.452,neutral,0.538,neutral,0.59,neutral,0.489,negative,0.439,neutral,0.587,neutral,0.456,neutral,0.573,neutral,0.539,neutral,0.603,neutral,0.525,neutral,0.466,negative,0.501,neutral,0.552,neutral,0.585,neutral,0.496
"Yep got my vaccines today ! It was a vaccine hat trick for yours truly, Covid , flu and MMR !",post,katiespn411.bsky.social,2025-09-10 00:35:44.551000+00:00,https://bsky.app/profile/katiespn411.bsky.social/post/3lygygy6kw22d,at://did:plc:tn52dxffcny4l6pyuuwa6f5e/app.bsky.feed.post/3lygygy6kw22d,mmr,,,9/7/25,positive,0.61,positive,0.552,positive,0.534,positive,0.575,positive,0.525,neutral,0.59,neutral,0.53,neutral,0.522,neutral,0.486,neutral,0.459,neutral,0.482,positive,0.449,positive,0.716,neutral,0.529,neutral,0.624,neutral,0.493,positive,0.516,positive,0.494,neutral,0.798,neutral,0.679,neutral,0.716,neutral,0.618,neutral,0.703,neutral,0.748,neutral,0.636,neutral,0.49,neutral,0.543,neutral,0.624,neutral,0.681
"Getting the updated covid vax was a no-brainer. And at 56 years old, I figured my measles protection was either reduced or on its way to becoming reduced, making getting the MMR in the age of RFK's measles promotion also a no-brainer.",post,cpm5280.bsky.social,2025-09-09 23:21:16.097000+00:00,https://bsky.app/profile/cpm5280.bsky.social/post/3lygubspuk22x,at://did:plc:7g6v3bcbu7vavt72ewrcshki/app.bsky.feed.post/3lygubspuk22x,mmr,,,9/7/25,negative,0.607,negative,0.65,negative,0.639,negative,0.639,negative,0.623,negative,0.617,negative,0.653,negative,0.629,negative,0.66,negative,0.701,negative,0.655,negative,0.765,negative,0.69,negative,0.554,negative,0.676,negative,0.724,negative,0.572,negative,0.68,neutral,0.651,neutral,0.487,neutral,0.509,negative,0.467,neutral,0.502,neutral,0.537,negative,0.685,negative,0.703,negative,0.548,negative,0.523,neutral,0.57
I wish RFK jr would get drug resistant TB …and polio and MMR and Hepatitis B and COVID and bird flu and TDP and RSV and chickenpox and shingles,post,vegananp.bsky.social,2025-09-09 22:55:27.125000+00:00,https://bsky.app/profile/vegananp.bsky.social/post/3lygstnizkc22,at://did:plc:4honq5xkm7zhfddyeipv5bjm/app.bsky.feed.post/3lygstnizkc22,mmr,,,9/7/25,neutral,0.516,neutral,0.5,neutral,0.513,neutral,0.458,neutral,0.503,neutral,0.486,neutral,0.437,neutral,0.449,negative,0.403,negative,0.471,negative,0.417,negative,0.489,neutral,0.405,neutral,0.581,neutral,0.595,neutral,0.662,neutral,0.5,negative,0.41,neutral,0.774,negative,0.486,negative,0.513,neutral,0.67,neutral,0.632,neutral,0.614,neutral,0.47,negative,0.465,neutral,0.569,neutral,0.612,neutral,0.586
"What an effing mess. 

So glad I got my MMR booster this year. 
That I as of yet can't get my COVID annual is ridiculous.",post,ballerinax.bsky.social,2025-09-09 20:42:48.306000+00:00,https://bsky.app/profile/ballerinax.bsky.social/post/3lyglghf4fc2q,at://did:plc:ocakzaba6tjbfny4fcwoa7p6/app.bsky.feed.post/3lyglghf4fc2q,mmr,,,9/7/25,negative,0.479,negative,0.528,negative,0.501,negative,0.591,negative,0.5,negative,0.498,negative,0.644,negative,0.637,negative,0.583,negative,0.692,negative,0.601,negative,0.711,negative,0.575,negative,0.834,neutral,0.509,neutral,0.568,neutral,0.502,negative,0.567,neutral,0.641,negative,0.61,negative,0.597,neutral,0.604,neutral,0.507,negative,0.526,negative,0.774,negative,0.635,neutral,0.487,neutral,0.485,neutral,0.517
"Anyway, I received Covid, MMR, and flu vaccines today. I didn't necessarily need the MMR because I was born after 1967 and got vaccinated as a little one, but I decided to be on the safe side. You know, in case they disappear.",post,annvan.bsky.social,2025-09-09 18:09:11.770000+00:00,https://bsky.app/profile/annvan.bsky.social/post/3lygctrtbkk23,at://did:plc:7gc3bjnkz4kcttyei6yek45w/app.bsky.feed.post/3lygctrtbkk23,mmr,,,9/7/25,neutral,0.546,neutral,0.442,neutral,0.46,neutral,0.433,neutral,0.476,neutral,0.553,neutral,0.42,neutral,0.425,neutral,0.476,negative,0.378,neutral,0.4,negative,0.468,positive,0.467,neutral,0.687,neutral,0.562,neutral,0.61,neutral,0.552,neutral,0.403,neutral,0.782,neutral,0.694,neutral,0.765,neutral,0.756,neutral,0.781,neutral,0.813,neutral,0.589,negative,0.413,neutral,0.563,neutral,0.646,neutral,0.784
"$173 for covid vax, $120 for MMR",post,cpm5280.bsky.social,2025-09-09 18:01:21.048000+00:00,https://bsky.app/profile/cpm5280.bsky.social/post/3lygcfqvodk2k,at://did:plc:7g6v3bcbu7vavt72ewrcshki/app.bsky.feed.post/3lygcfqvodk2k,mmr,,,9/7/25,neutral,0.557,neutral,0.493,neutral,0.516,neutral,0.474,neutral,0.53,neutral,0.663,neutral,0.56,neutral,0.539,neutral,0.502,negative,0.434,neutral,0.51,negative,0.478,positive,0.412,neutral,0.441,neutral,0.676,neutral,0.664,neutral,0.553,neutral,0.547,neutral,0.739,neutral,0.609,neutral,0.562,neutral,0.699,neutral,0.61,neutral,0.638,neutral,0.556,neutral,0.479,neutral,0.621,neutral,0.655,neutral,0.704
