Public_health_unit,Antigen,Age,Year,Coverage
Thunder Bay District Health Unit,Hib,7,2023-2024,81
Thunder Bay District Health Unit,Pneumo,7,2023-2024,81.3
Thunder Bay District Health Unit,Rota,7,2023-2024,73.9
Thunder Bay District Health Unit,Diphtheria,17,2023-2024,87.5
Thunder Bay District Health Unit,Pertussis,17,2023-2024,87.3
Thunder Bay District Health Unit,Tetanus,17,2023-2024,87.5
Thunder Bay District Health Unit,Diphtheria,7,2023-2024,85.8
Thunder Bay District Health Unit,MCC,7,2023-2024,92.9
Thunder Bay District Health Unit,Measles,7,2023-2024,87.3
Thunder Bay District Health Unit,Mumps,7,2023-2024,87.1
Thunder Bay District Health Unit,Pertussis,7,2023-2024,85.8
Thunder Bay District Health Unit,Polio,7,2023-2024,87.4
Thunder Bay District Health Unit,Rubella,7,2023-2024,94.3
Thunder Bay District Health Unit,Tetanus,7,2023-2024,85.8
Thunder Bay District Health Unit,Varicella,7,2023-2024,86.3
Thunder Bay District Health Unit,Polio,17,2023-2024,94.9
Thunder Bay District Health Unit,MCV4,17,2023-2024,93.6
Thunder Bay District Health Unit,Measles,17,2023-2024,95.8
Thunder Bay District Health Unit,Mumps,17,2023-2024,95.6
Thunder Bay District Health Unit,Rubella,17,2023-2024,97.1
Thunder Bay District Health Unit,Diphtheria,7,2013-2014,92.4
Thunder Bay District Health Unit,Diphtheria,7,2014-2015,91
Thunder Bay District Health Unit,Diphtheria,7,2015-2016,91.5
Thunder Bay District Health Unit,Diphtheria,7,2016-2017,93.2
Thunder Bay District Health Unit,Diphtheria,7,2017-2018,93.1
Thunder Bay District Health Unit,Diphtheria,7,2018-2019,85.2
Thunder Bay District Health Unit,Diphtheria,17,2013-2014,88.9
Thunder Bay District Health Unit,Diphtheria,17,2014-2015,82.6
Thunder Bay District Health Unit,Diphtheria,17,2015-2016,71.7
Thunder Bay District Health Unit,Diphtheria,17,2016-2017,86.3
Thunder Bay District Health Unit,Diphtheria,17,2017-2018,90.9
Thunder Bay District Health Unit,Diphtheria,17,2018-2019,91.4
Thunder Bay District Health Unit,Diphtheria,7,2019-2020,90.4
Thunder Bay District Health Unit,Diphtheria,17,2019-2020,85.9
Thunder Bay District Health Unit,Diphtheria,7,2020-2021,78.9
Thunder Bay District Health Unit,Diphtheria,17,2020-2021,80.9
Thunder Bay District Health Unit,Diphtheria,7,2021-2022,74.5
Thunder Bay District Health Unit,Diphtheria,17,2021-2022,70.1
Thunder Bay District Health Unit,Diphtheria,7,2022-2023,73.8
Thunder Bay District Health Unit,Diphtheria,17,2022-2023,69.2
Thunder Bay District Health Unit,HepB,12,2013-2014,59.8
Thunder Bay District Health Unit,HepB,12,2014-2015,61.4
Thunder Bay District Health Unit,HepB,12,2015-2016,59.4
Thunder Bay District Health Unit,HepB,12,2016-2017,58.3
Thunder Bay District Health Unit,HepB,12,2017-2018,57.8
Thunder Bay District Health Unit,HepB,12,2018-2019,56.8
Thunder Bay District Health Unit,HepB,17,2018-2019,76.3
Thunder Bay District Health Unit,HepB,12,2019-2020,63
Thunder Bay District Health Unit,HepB,17,2019-2020,77.6
Thunder Bay District Health Unit,HepB,12,2020-2021,58.5
Thunder Bay District Health Unit,HepB,17,2020-2021,75.7
Thunder Bay District Health Unit,HepB,12,2021-2022,67
Thunder Bay District Health Unit,HepB,17,2021-2022,66.1
Thunder Bay District Health Unit,HepB,12,2022-2023,63.7
Thunder Bay District Health Unit,HepB,17,2022-2023,65.2
Thunder Bay District Health Unit,Hib,7,2013-2014,84
Thunder Bay District Health Unit,Hib,7,2014-2015,83.5
Thunder Bay District Health Unit,Hib,7,2015-2016,82.9
Thunder Bay District Health Unit,Hib,7,2016-2017,82.1
Thunder Bay District Health Unit,Hib,7,2017-2018,85.1
Thunder Bay District Health Unit,Hib,7,2018-2019,86.7
Thunder Bay District Health Unit,Hib,7,2019-2020,85.9
Thunder Bay District Health Unit,Hib,7,2020-2021,88.4
Thunder Bay District Health Unit,Hib,7,2021-2022,84.4
Thunder Bay District Health Unit,Hib,7,2022-2023,80.8
Thunder Bay District Health Unit,HPV,12,2013-2014,45.9
Thunder Bay District Health Unit,HPV,12,2014-2015,46.5
Thunder Bay District Health Unit,HPV,12,2015-2016,44.3
Thunder Bay District Health Unit,HPV,12,2016-2017,50.7
Thunder Bay District Health Unit,HPV,12,2017-2018,51.2
Thunder Bay District Health Unit,HPV,12,2018-2019,49.7
Thunder Bay District Health Unit,HPV,17,2018-2019,64.5
Thunder Bay District Health Unit,HPV,12,2019-2020,63.7
Thunder Bay District Health Unit,HPV,17,2019-2020,57.3
Thunder Bay District Health Unit,HPV,12,2020-2021,55.5
Thunder Bay District Health Unit,HPV,17,2020-2021,61.9
Thunder Bay District Health Unit,HPV,12,2021-2022,63.3
Thunder Bay District Health Unit,HPV,17,2021-2022,61.5
Thunder Bay District Health Unit,HPV,12,2022-2023,60.6
Thunder Bay District Health Unit,HPV,17,2022-2023,64.6
Thunder Bay District Health Unit,MCC,7,2013-2014,86.5
Thunder Bay District Health Unit,MCC,7,2014-2015,93.1
Thunder Bay District Health Unit,MCC,7,2015-2016,96.3
Thunder Bay District Health Unit,MCC,7,2016-2017,97.2
Thunder Bay District Health Unit,MCC,7,2017-2018,97.2
Thunder Bay District Health Unit,MCC,7,2018-2019,96.7
Thunder Bay District Health Unit,MCC,7,2019-2020,96.7
Thunder Bay District Health Unit,MCC,7,2020-2021,96.7
Thunder Bay District Health Unit,MCC,7,2021-2022,92.6
Thunder Bay District Health Unit,MCC,7,2022-2023,90.2
Thunder Bay District Health Unit,MCV4,12,2013-2014,72
Thunder Bay District Health Unit,MCV4,12,2014-2015,78.6
Thunder Bay District Health Unit,MCV4,12,2015-2016,81.5
Thunder Bay District Health Unit,MCV4,12,2016-2017,76.5
Thunder Bay District Health Unit,MCV4,12,2017-2018,79.7
Thunder Bay District Health Unit,MCV4,12,2018-2019,78.7
Thunder Bay District Health Unit,MCV4,17,2018-2019,95.7
Thunder Bay District Health Unit,MCV4,12,2019-2020,92.2
Thunder Bay District Health Unit,MCV4,17,2019-2020,94.8
Thunder Bay District Health Unit,MCV4,12,2020-2021,89
Thunder Bay District Health Unit,MCV4,17,2020-2021,95.8
Thunder Bay District Health Unit,MCV4,12,2021-2022,90
Thunder Bay District Health Unit,MCV4,17,2021-2022,92.4
Thunder Bay District Health Unit,MCV4,12,2022-2023,80.5
Thunder Bay District Health Unit,MCV4,17,2022-2023,90.2
Thunder Bay District Health Unit,Measles,7,2013-2014,96.2
Thunder Bay District Health Unit,Measles,7,2014-2015,94.7
Thunder Bay District Health Unit,Measles,7,2015-2016,94.2
Thunder Bay District Health Unit,Measles,7,2016-2017,94.9
Thunder Bay District Health Unit,Measles,7,2017-2018,94.9
Thunder Bay District Health Unit,Measles,7,2018-2019,86.2
Thunder Bay District Health Unit,Measles,17,2013-2014,97.5
Thunder Bay District Health Unit,Measles,17,2014-2015,97
Thunder Bay District Health Unit,Measles,17,2015-2016,96.9
Thunder Bay District Health Unit,Measles,17,2016-2017,97.4
Thunder Bay District Health Unit,Measles,17,2017-2018,97.5
Thunder Bay District Health Unit,Measles,17,2018-2019,97.7
Thunder Bay District Health Unit,Measles,7,2019-2020,91
Thunder Bay District Health Unit,Measles,17,2019-2020,96.6
Thunder Bay District Health Unit,Measles,7,2020-2021,79.6
Thunder Bay District Health Unit,Measles,17,2020-2021,97.4
Thunder Bay District Health Unit,Measles,7,2021-2022,73.5
Thunder Bay District Health Unit,Measles,17,2021-2022,95.1
Thunder Bay District Health Unit,Measles,7,2022-2023,74.3
Thunder Bay District Health Unit,Measles,17,2022-2023,94.4
Thunder Bay District Health Unit,Mumps,7,2013-2014,96.2
Thunder Bay District Health Unit,Mumps,7,2014-2015,94.7
Thunder Bay District Health Unit,Mumps,7,2015-2016,94.2
Thunder Bay District Health Unit,Mumps,7,2016-2017,94.9
Thunder Bay District Health Unit,Mumps,7,2017-2018,94.9
Thunder Bay District Health Unit,Mumps,7,2018-2019,86.2
Thunder Bay District Health Unit,Mumps,17,2013-2014,97.3
Thunder Bay District Health Unit,Mumps,17,2014-2015,97
Thunder Bay District Health Unit,Mumps,17,2015-2016,96.9
Thunder Bay District Health Unit,Mumps,17,2016-2017,97.4
Thunder Bay District Health Unit,Mumps,17,2017-2018,97.5
Thunder Bay District Health Unit,Mumps,17,2018-2019,97.6
Thunder Bay District Health Unit,Mumps,7,2019-2020,91
Thunder Bay District Health Unit,Mumps,17,2019-2020,96.6
Thunder Bay District Health Unit,Mumps,7,2020-2021,79.5
Thunder Bay District Health Unit,Mumps,17,2020-2021,97.4
Thunder Bay District Health Unit,Mumps,7,2021-2022,73.5
Thunder Bay District Health Unit,Mumps,17,2021-2022,95.1
Thunder Bay District Health Unit,Mumps,7,2022-2023,74
Thunder Bay District Health Unit,Mumps,17,2022-2023,94.4
Thunder Bay District Health Unit,Pertussis,7,2013-2014,92.4
Thunder Bay District Health Unit,Pertussis,7,2014-2015,91
Thunder Bay District Health Unit,Pertussis,7,2015-2016,91.5
Thunder Bay District Health Unit,Pertussis,7,2016-2017,93.3
Thunder Bay District Health Unit,Pertussis,7,2017-2018,93.1
Thunder Bay District Health Unit,Pertussis,7,2018-2019,85.2
Thunder Bay District Health Unit,Pertussis,17,2013-2014,85.7
Thunder Bay District Health Unit,Pertussis,17,2014-2015,80.3
Thunder Bay District Health Unit,Pertussis,17,2015-2016,69.2
Thunder Bay District Health Unit,Pertussis,17,2016-2017,84.2
Thunder Bay District Health Unit,Pertussis,17,2017-2018,89.4
Thunder Bay District Health Unit,Pertussis,17,2018-2019,91
Thunder Bay District Health Unit,Pertussis,7,2019-2020,90.4
Thunder Bay District Health Unit,Pertussis,17,2019-2020,85.8
Thunder Bay District Health Unit,Pertussis,7,2020-2021,78.9
Thunder Bay District Health Unit,Pertussis,17,2020-2021,80.5
Thunder Bay District Health Unit,Pertussis,7,2021-2022,74.4
Thunder Bay District Health Unit,Pertussis,17,2021-2022,70.3
Thunder Bay District Health Unit,Pertussis,7,2022-2023,73.7
Thunder Bay District Health Unit,Pertussis,17,2022-2023,69
Thunder Bay District Health Unit,Pneumo,7,2013-2014,74.6
Thunder Bay District Health Unit,Pneumo,7,2014-2015,78
Thunder Bay District Health Unit,Pneumo,7,2015-2016,76.5
Thunder Bay District Health Unit,Pneumo,7,2016-2017,79.6
Thunder Bay District Health Unit,Pneumo,7,2017-2018,72.9
Thunder Bay District Health Unit,Pneumo,7,2018-2019,78.3
Thunder Bay District Health Unit,Pneumo,7,2019-2020,82.9
Thunder Bay District Health Unit,Pneumo,7,2020-2021,85.3
Thunder Bay District Health Unit,Pneumo,7,2021-2022,82.3
Thunder Bay District Health Unit,Pneumo,7,2022-2023,82.4
Thunder Bay District Health Unit,Polio,7,2013-2014,92.9
Thunder Bay District Health Unit,Polio,7,2014-2015,91.2
Thunder Bay District Health Unit,Polio,7,2015-2016,92.4
Thunder Bay District Health Unit,Polio,7,2016-2017,94.4
Thunder Bay District Health Unit,Polio,7,2017-2018,94
Thunder Bay District Health Unit,Polio,7,2018-2019,85.7
Thunder Bay District Health Unit,Polio,17,2013-2014,97.4
Thunder Bay District Health Unit,Polio,17,2014-2015,96.4
Thunder Bay District Health Unit,Polio,17,2015-2016,96.2
Thunder Bay District Health Unit,Polio,17,2016-2017,96.5
Thunder Bay District Health Unit,Polio,17,2017-2018,97.1
Thunder Bay District Health Unit,Polio,17,2018-2019,97.4
Thunder Bay District Health Unit,Polio,7,2019-2020,91.2
Thunder Bay District Health Unit,Polio,17,2019-2020,96
Thunder Bay District Health Unit,Polio,7,2020-2021,79.8
Thunder Bay District Health Unit,Polio,17,2020-2021,96.7
Thunder Bay District Health Unit,Polio,7,2021-2022,74.9
Thunder Bay District Health Unit,Polio,17,2021-2022,94.1
Thunder Bay District Health Unit,Polio,7,2022-2023,74.8
Thunder Bay District Health Unit,Polio,17,2022-2023,93
Thunder Bay District Health Unit,Rota,7,2019-2020,68.4
Thunder Bay District Health Unit,Rota,7,2020-2021,73.4
Thunder Bay District Health Unit,Rota,7,2021-2022,73.7
Thunder Bay District Health Unit,Rota,7,2022-2023,74.6
Thunder Bay District Health Unit,Rubella,7,2013-2014,98
Thunder Bay District Health Unit,Rubella,7,2014-2015,97.7
Thunder Bay District Health Unit,Rubella,7,2015-2016,97.2
Thunder Bay District Health Unit,Rubella,7,2016-2017,97.7
Thunder Bay District Health Unit,Rubella,7,2017-2018,97.9
Thunder Bay District Health Unit,Rubella,7,2018-2019,97.4
Thunder Bay District Health Unit,Rubella,17,2013-2014,98.2
Thunder Bay District Health Unit,Rubella,17,2014-2015,97.6
Thunder Bay District Health Unit,Rubella,17,2015-2016,97.9
Thunder Bay District Health Unit,Rubella,17,2016-2017,98.1
Thunder Bay District Health Unit,Rubella,17,2017-2018,98.4
Thunder Bay District Health Unit,Rubella,17,2018-2019,98.4
Thunder Bay District Health Unit,Rubella,7,2019-2020,97.3
Thunder Bay District Health Unit,Rubella,17,2019-2020,97.8
Thunder Bay District Health Unit,Rubella,7,2020-2021,97.5
Thunder Bay District Health Unit,Rubella,17,2020-2021,98.1
Thunder Bay District Health Unit,Rubella,7,2021-2022,94.7
Thunder Bay District Health Unit,Rubella,17,2021-2022,96.2
Thunder Bay District Health Unit,Rubella,7,2022-2023,92.5
Thunder Bay District Health Unit,Rubella,17,2022-2023,95.4
Thunder Bay District Health Unit,Tetanus,7,2013-2014,92.4
Thunder Bay District Health Unit,Tetanus,7,2014-2015,91
Thunder Bay District Health Unit,Tetanus,7,2015-2016,91.5
Thunder Bay District Health Unit,Tetanus,7,2016-2017,93.4
Thunder Bay District Health Unit,Tetanus,7,2017-2018,93.1
Thunder Bay District Health Unit,Tetanus,7,2018-2019,85.2
Thunder Bay District Health Unit,Tetanus,17,2013-2014,88.9
Thunder Bay District Health Unit,Tetanus,17,2014-2015,82.6
Thunder Bay District Health Unit,Tetanus,17,2015-2016,71.7
Thunder Bay District Health Unit,Tetanus,17,2016-2017,86.3
Thunder Bay District Health Unit,Tetanus,17,2017-2018,90.9
Thunder Bay District Health Unit,Tetanus,17,2018-2019,91.4
Thunder Bay District Health Unit,Tetanus,7,2019-2020,90.4
Thunder Bay District Health Unit,Tetanus,17,2019-2020,85.9
Thunder Bay District Health Unit,Tetanus,7,2020-2021,78.9
Thunder Bay District Health Unit,Tetanus,17,2020-2021,80.9
Thunder Bay District Health Unit,Tetanus,7,2021-2022,74.5
Thunder Bay District Health Unit,Tetanus,17,2021-2022,70.1
Thunder Bay District Health Unit,Tetanus,7,2022-2023,73.8
Thunder Bay District Health Unit,Tetanus,17,2022-2023,69.2
Thunder Bay District Health Unit,Varicella,7,2013-2014,18.5
Thunder Bay District Health Unit,Varicella,7,2014-2015,23.3
Thunder Bay District Health Unit,Varicella,7,2015-2016,49.5
Thunder Bay District Health Unit,Varicella,7,2016-2017,49.8
Thunder Bay District Health Unit,Varicella,7,2017-2018,92
Thunder Bay District Health Unit,Varicella,7,2018-2019,82.8
Thunder Bay District Health Unit,Varicella,7,2019-2020,88.5
Thunder Bay District Health Unit,Varicella,7,2020-2021,76.8
Thunder Bay District Health Unit,Varicella,7,2021-2022,71
Thunder Bay District Health Unit,Varicella,7,2022-2023,72.4
Timiskaming Health Unit,HPV,12,2023-2024,55.5
Timiskaming Health Unit,HepB,12,2023-2024,60.8
Timiskaming Health Unit,Diphtheria,17,2023-2024,76.6
Timiskaming Health Unit,HPV,17,2023-2024,74
Timiskaming Health Unit,Pertussis,17,2023-2024,76.6
Timiskaming Health Unit,Tetanus,17,2023-2024,76.6
Timiskaming Health Unit,Rota,7,2023-2024,81
Timiskaming Health Unit,HepB,17,2023-2024,81
Timiskaming Health Unit,MCV4,12,2023-2024,83.1
Timiskaming Health Unit,Diphtheria,7,2023-2024,89.1
Timiskaming Health Unit,Hib,7,2023-2024,90.3
Timiskaming Health Unit,MCC,7,2023-2024,94.2
Timiskaming Health Unit,Measles,7,2023-2024,90
Timiskaming Health Unit,Mumps,7,2023-2024,90
Timiskaming Health Unit,Pertussis,7,2023-2024,89.1
Timiskaming Health Unit,Pneumo,7,2023-2024,90.5
Timiskaming Health Unit,Polio,7,2023-2024,89.8
Timiskaming Health Unit,Tetanus,7,2023-2024,89.1
Timiskaming Health Unit,Varicella,7,2023-2024,89.8
Timiskaming Health Unit,MCV4,17,2023-2024,94
Timiskaming Health Unit,Measles,17,2023-2024,97.1
Timiskaming Health Unit,Mumps,17,2023-2024,97.1
Timiskaming Health Unit,Polio,17,2023-2024,97.1
Timiskaming Health Unit,Rubella,7,2023-2024,95.4
Timiskaming Health Unit,Rubella,17,2023-2024,98.4
Timiskaming Health Unit,Diphtheria,7,2013-2014,96.2
Timiskaming Health Unit,Diphtheria,7,2014-2015,96.8
Timiskaming Health Unit,Diphtheria,7,2015-2016,99.4
Timiskaming Health Unit,Diphtheria,7,2016-2017,93.9
Timiskaming Health Unit,Diphtheria,7,2017-2018,94.6
Timiskaming Health Unit,Diphtheria,7,2018-2019,88
Timiskaming Health Unit,Diphtheria,17,2013-2014,92.7
Timiskaming Health Unit,Diphtheria,17,2014-2015,89.2
Timiskaming Health Unit,Diphtheria,17,2015-2016,90.6
Timiskaming Health Unit,Diphtheria,17,2016-2017,87
Timiskaming Health Unit,Diphtheria,17,2017-2018,90.1
Timiskaming Health Unit,Diphtheria,17,2018-2019,89.4
Timiskaming Health Unit,Diphtheria,7,2019-2020,85.6
Timiskaming Health Unit,Diphtheria,17,2019-2020,92.3
Timiskaming Health Unit,Diphtheria,7,2020-2021,90.6
Timiskaming Health Unit,Diphtheria,17,2020-2021,90.3
Timiskaming Health Unit,Diphtheria,7,2021-2022,89.5
Timiskaming Health Unit,Diphtheria,17,2021-2022,87.6
Timiskaming Health Unit,Diphtheria,7,2022-2023,87.6
Timiskaming Health Unit,Diphtheria,17,2022-2023,83.2
Timiskaming Health Unit,HepB,12,2013-2014,58.7
Timiskaming Health Unit,HepB,12,2014-2015,57.1
Timiskaming Health Unit,HepB,12,2015-2016,60.1
Timiskaming Health Unit,HepB,12,2016-2017,66
Timiskaming Health Unit,HepB,12,2017-2018,62.1
Timiskaming Health Unit,HepB,12,2018-2019,63.2
Timiskaming Health Unit,HepB,17,2018-2019,75.1
Timiskaming Health Unit,HepB,12,2019-2020,84.2
Timiskaming Health Unit,HepB,17,2019-2020,79.8
Timiskaming Health Unit,HepB,12,2020-2021,83.7
Timiskaming Health Unit,HepB,17,2020-2021,74.8
Timiskaming Health Unit,HepB,12,2021-2022,76.1
Timiskaming Health Unit,HepB,17,2021-2022,79
Timiskaming Health Unit,HepB,12,2022-2023,75.9
Timiskaming Health Unit,HepB,17,2022-2023,72.3
Timiskaming Health Unit,Hib,7,2013-2014,89.3
Timiskaming Health Unit,Hib,7,2014-2015,90.3
Timiskaming Health Unit,Hib,7,2015-2016,91.6
Timiskaming Health Unit,Hib,7,2016-2017,95.5
Timiskaming Health Unit,Hib,7,2017-2018,93.7
Timiskaming Health Unit,Hib,7,2018-2019,95.2
Timiskaming Health Unit,Hib,7,2019-2020,93.1
Timiskaming Health Unit,Hib,7,2020-2021,93.2
Timiskaming Health Unit,Hib,7,2021-2022,92
Timiskaming Health Unit,Hib,7,2022-2023,92.6
Timiskaming Health Unit,HPV,12,2013-2014,69.5
Timiskaming Health Unit,HPV,12,2014-2015,51.4
Timiskaming Health Unit,HPV,12,2015-2016,50.6
Timiskaming Health Unit,HPV,12,2016-2017,55.9
Timiskaming Health Unit,HPV,12,2017-2018,49.7
Timiskaming Health Unit,HPV,12,2018-2019,57.9
Timiskaming Health Unit,HPV,17,2018-2019,65.9
Timiskaming Health Unit,HPV,12,2019-2020,72.6
Timiskaming Health Unit,HPV,17,2019-2020,70.3
Timiskaming Health Unit,HPV,12,2020-2021,74.7
Timiskaming Health Unit,HPV,17,2020-2021,71.4
Timiskaming Health Unit,HPV,12,2021-2022,73
Timiskaming Health Unit,HPV,17,2021-2022,69.1
Timiskaming Health Unit,HPV,12,2022-2023,72.9
Timiskaming Health Unit,HPV,17,2022-2023,60.7
Timiskaming Health Unit,MCC,7,2013-2014,94.4
Timiskaming Health Unit,MCC,7,2014-2015,95.1
Timiskaming Health Unit,MCC,7,2015-2016,99.4
Timiskaming Health Unit,MCC,7,2016-2017,98.7
Timiskaming Health Unit,MCC,7,2017-2018,97.3
Timiskaming Health Unit,MCC,7,2018-2019,97.3
Timiskaming Health Unit,MCC,7,2019-2020,98.1
Timiskaming Health Unit,MCC,7,2020-2021,98.2
Timiskaming Health Unit,MCC,7,2021-2022,92.9
Timiskaming Health Unit,MCC,7,2022-2023,96
Timiskaming Health Unit,MCV4,12,2013-2014,69.5
Timiskaming Health Unit,MCV4,12,2014-2015,80
Timiskaming Health Unit,MCV4,12,2015-2016,74.7
Timiskaming Health Unit,MCV4,12,2016-2017,85.3
Timiskaming Health Unit,MCV4,12,2017-2018,85.5
Timiskaming Health Unit,MCV4,12,2018-2019,89.1
Timiskaming Health Unit,MCV4,17,2018-2019,97
Timiskaming Health Unit,MCV4,12,2019-2020,95.9
Timiskaming Health Unit,MCV4,17,2019-2020,96.3
Timiskaming Health Unit,MCV4,12,2020-2021,94.9
Timiskaming Health Unit,MCV4,17,2020-2021,94.5
Timiskaming Health Unit,MCV4,12,2021-2022,88.5
Timiskaming Health Unit,MCV4,17,2021-2022,95.5
Timiskaming Health Unit,MCV4,12,2022-2023,90.5
Timiskaming Health Unit,MCV4,17,2022-2023,94.1
Timiskaming Health Unit,Measles,7,2013-2014,97.3
Timiskaming Health Unit,Measles,7,2014-2015,97.1
Timiskaming Health Unit,Measles,7,2015-2016,99.7
Timiskaming Health Unit,Measles,7,2016-2017,97.1
Timiskaming Health Unit,Measles,7,2017-2018,94.9
Timiskaming Health Unit,Measles,7,2018-2019,88.6
Timiskaming Health Unit,Measles,17,2013-2014,99
Timiskaming Health Unit,Measles,17,2014-2015,98.7
Timiskaming Health Unit,Measles,17,2015-2016,98.7
Timiskaming Health Unit,Measles,17,2016-2017,98.1
Timiskaming Health Unit,Measles,17,2017-2018,99.4
Timiskaming Health Unit,Measles,17,2018-2019,99.1
Timiskaming Health Unit,Measles,7,2019-2020,86.2
Timiskaming Health Unit,Measles,17,2019-2020,98.7
Timiskaming Health Unit,Measles,7,2020-2021,91.2
Timiskaming Health Unit,Measles,17,2020-2021,96.6
Timiskaming Health Unit,Measles,7,2021-2022,87.5
Timiskaming Health Unit,Measles,17,2021-2022,97.8
Timiskaming Health Unit,Measles,7,2022-2023,87.8
Timiskaming Health Unit,Measles,17,2022-2023,97.2
Timiskaming Health Unit,Mumps,7,2013-2014,97.3
Timiskaming Health Unit,Mumps,7,2014-2015,97.1
Timiskaming Health Unit,Mumps,7,2015-2016,99.7
Timiskaming Health Unit,Mumps,7,2016-2017,97.1
Timiskaming Health Unit,Mumps,7,2017-2018,94.9
Timiskaming Health Unit,Mumps,7,2018-2019,88.6
Timiskaming Health Unit,Mumps,17,2013-2014,98.7
Timiskaming Health Unit,Mumps,17,2014-2015,98.7
Timiskaming Health Unit,Mumps,17,2015-2016,98.7
Timiskaming Health Unit,Mumps,17,2016-2017,98.1
Timiskaming Health Unit,Mumps,17,2017-2018,99.4
Timiskaming Health Unit,Mumps,17,2018-2019,99.1
Timiskaming Health Unit,Mumps,7,2019-2020,86.2
Timiskaming Health Unit,Mumps,17,2019-2020,98.7
Timiskaming Health Unit,Mumps,7,2020-2021,91.2
Timiskaming Health Unit,Mumps,17,2020-2021,96.6
Timiskaming Health Unit,Mumps,7,2021-2022,87.5
Timiskaming Health Unit,Mumps,17,2021-2022,97.8
Timiskaming Health Unit,Mumps,7,2022-2023,87.8
Timiskaming Health Unit,Mumps,17,2022-2023,97.2
Timiskaming Health Unit,Pertussis,7,2013-2014,96.2
Timiskaming Health Unit,Pertussis,7,2014-2015,96.8
Timiskaming Health Unit,Pertussis,7,2015-2016,99.4
Timiskaming Health Unit,Pertussis,7,2016-2017,93.9
Timiskaming Health Unit,Pertussis,7,2017-2018,94.6
Timiskaming Health Unit,Pertussis,7,2018-2019,88
Timiskaming Health Unit,Pertussis,17,2013-2014,89.4
Timiskaming Health Unit,Pertussis,17,2014-2015,83.9
Timiskaming Health Unit,Pertussis,17,2015-2016,66
Timiskaming Health Unit,Pertussis,17,2016-2017,82.2
Timiskaming Health Unit,Pertussis,17,2017-2018,86.9
Timiskaming Health Unit,Pertussis,17,2018-2019,89.7
Timiskaming Health Unit,Pertussis,7,2019-2020,85.6
Timiskaming Health Unit,Pertussis,17,2019-2020,91.9
Timiskaming Health Unit,Pertussis,7,2020-2021,90.6
Timiskaming Health Unit,Pertussis,17,2020-2021,90.3
Timiskaming Health Unit,Pertussis,7,2021-2022,89.5
Timiskaming Health Unit,Pertussis,17,2021-2022,87.6
Timiskaming Health Unit,Pertussis,7,2022-2023,87.6
Timiskaming Health Unit,Pertussis,17,2022-2023,82.6
Timiskaming Health Unit,Pneumo,7,2013-2014,88.5
Timiskaming Health Unit,Pneumo,7,2014-2015,88
Timiskaming Health Unit,Pneumo,7,2015-2016,90.9
Timiskaming Health Unit,Pneumo,7,2016-2017,92.9
Timiskaming Health Unit,Pneumo,7,2017-2018,91.2
Timiskaming Health Unit,Pneumo,7,2018-2019,94.6
Timiskaming Health Unit,Pneumo,7,2019-2020,96.2
Timiskaming Health Unit,Pneumo,7,2020-2021,96.8
Timiskaming Health Unit,Pneumo,7,2021-2022,91.5
Timiskaming Health Unit,Pneumo,7,2022-2023,93.1
Timiskaming Health Unit,Polio,7,2013-2014,96.2
Timiskaming Health Unit,Polio,7,2014-2015,96.8
Timiskaming Health Unit,Polio,7,2015-2016,99.4
Timiskaming Health Unit,Polio,7,2016-2017,93.9
Timiskaming Health Unit,Polio,7,2017-2018,95.2
Timiskaming Health Unit,Polio,7,2018-2019,88
Timiskaming Health Unit,Polio,17,2013-2014,98.7
Timiskaming Health Unit,Polio,17,2014-2015,98.5
Timiskaming Health Unit,Polio,17,2015-2016,98.7
Timiskaming Health Unit,Polio,17,2016-2017,98.1
Timiskaming Health Unit,Polio,17,2017-2018,99.4
Timiskaming Health Unit,Polio,17,2018-2019,97.6
Timiskaming Health Unit,Polio,7,2019-2020,86.2
Timiskaming Health Unit,Polio,17,2019-2020,98.7
Timiskaming Health Unit,Polio,7,2020-2021,91.8
Timiskaming Health Unit,Polio,17,2020-2021,96.2
Timiskaming Health Unit,Polio,7,2021-2022,89.7
Timiskaming Health Unit,Polio,17,2021-2022,98.1
Timiskaming Health Unit,Polio,7,2022-2023,88.4
Timiskaming Health Unit,Polio,17,2022-2023,96.6
Timiskaming Health Unit,Rota,7,2019-2020,69
Timiskaming Health Unit,Rota,7,2020-2021,75.3
Timiskaming Health Unit,Rota,7,2021-2022,74.6
Timiskaming Health Unit,Rota,7,2022-2023,79.9
Timiskaming Health Unit,Rubella,7,2013-2014,99.1
Timiskaming Health Unit,Rubella,7,2014-2015,97.7
Timiskaming Health Unit,Rubella,7,2015-2016,99.7
Timiskaming Health Unit,Rubella,7,2016-2017,99
Timiskaming Health Unit,Rubella,7,2017-2018,97.6
Timiskaming Health Unit,Rubella,7,2018-2019,98.5
Timiskaming Health Unit,Rubella,17,2013-2014,99.5
Timiskaming Health Unit,Rubella,17,2014-2015,98.9
Timiskaming Health Unit,Rubella,17,2015-2016,99.5
Timiskaming Health Unit,Rubella,17,2016-2017,98.7
Timiskaming Health Unit,Rubella,17,2017-2018,99.7
Timiskaming Health Unit,Rubella,17,2018-2019,99.1
Timiskaming Health Unit,Rubella,7,2019-2020,98.4
Timiskaming Health Unit,Rubella,17,2019-2020,99
Timiskaming Health Unit,Rubella,7,2020-2021,98.5
