"Table with row headers in columns A and B and column headers in rows 6 through 10","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"Tennessee","65 years and over","1163","3","1156","3","99.40000000000001","0.1","637","10","54.8","0.8","307","8","26.4","0.7","375","9","32.2","0.8","78","5","6.7","0.4","1127","5","96.90000000000001","0.3","157","6","13.5","0.5","67","5","5.8","0.4","1125","5","96.7","0.3","607","10","52.2","0.8","157","6","13.5","0.5","89","5","7.6","0.4","7","2","0.6","0.1"
"Texas","All people","29067","7","23843","67","82","0.2","17858","100","61.4","0.3","14641","106","50.4","0.4","3373","43","11.6","0.1","926","31","3.2","0.1","8633","67","29.7","0.2","4941","70","17","0.2","726","21","2.5","0.1","4125","21","14.2","0.1","1911","22","6.6","0.1","762","15","2.6","0.1","648","17","2.2","0.1","5224","68","18","0.2"
"Texas","Under 65 years","25240","9","20087","66","79.59999999999999","0.3","15917","97","63.1","0.4","13561","102","53.7","0.4","2436","43","9.699999999999999","0.2","649","31","2.6","0.1","5028","65","19.9","0.3","4408","68","17.5","0.3","549","20","2.2","0.1","526","17","2.1","0.1","125","8","0.5","Z","229","10","0.9","Z","378","14","1.5","0.1","5153","67","20.4","0.3"
"Texas","Under 19 years","7867","13","6937","31","88.2","0.4","4149","56","52.7","0.7","3565","54","45.3","0.7","513","25","6.5","0.3","224","17","2.9","0.2","3060","51","38.9","0.6","3022","53","38.4","0.7","264","15","3.4","0.2","53","7","0.7","0.1","7","2","0.1","Z","24","4","0.3","Z","12","3","0.1","Z","930","29","11.8","0.4"
"Texas","19 - 64 years","17373","15","13150","50","75.7","0.3","11769","54","67.7","0.3","9996","60","57.5","0.3","1923","28","11.1","0.2","424","19","2.4","0.1","1968","32","11.3","0.2","1386","28","8","0.2","285","12","1.6","0.1","473","16","2.7","0.1","118","8","0.7","Z","205","9","1.2","0.1","366","14","2.1","0.1","4223","50","24.3","0.3"
"Texas","65 years and over","3827","7","3756","8","98.2","0.1","1940","21","50.7","0.5","1081","17","28.2","0.4","937","16","24.5","0.4","277","10","7.2","0.3","3605","12","94.2","0.3","533","12","13.9","0.3","177","8","4.6","0.2","3599","12","94","0.3","1786","23","46.7","0.6","533","12","13.9","0.3","270","9","7","0.2","71","6","1.8","0.1"
"Utah","All people","3310","2","3011","15","91","0.5","2574","18","77.8","0.6","2108","24","63.7","0.7","503","19","15.2","0.6","87","7","2.6","0.2","738","15","22.3","0.4","374","15","11.3","0.4","97","8","2.9","0.2","407","5","12.3","0.1","212","6","6.4","0.2","61","5","1.8","0.1","44","4","1.3","0.1","299","15","9","0.5"
"Utah","Under 65 years","2926","3","2630","16","89.90000000000001","0.5","2358","17","80.59999999999999","0.6","1999","23","68.3","0.8","385","18","13.1","0.6","61","6","2.1","0.2","374","14","12.8","0.5","337","14","11.5","0.5","82","7","2.8","0.3","42","4","1.4","0.1","13","2","0.4","0.1","24","3","0.8","0.1","22","3","0.8","0.1","296","15","10.1","0.5"
"Utah","Under 19 years","998","4","919","10","92.09999999999999","0.9","784","12","78.59999999999999","1.1","669","14","67","1.3","118","10","11.9","1","22","3","2.2","0.3","179","10","17.9","1","177","10","17.8","1","44","5","4.4","0.5","2","1","0.2","0.1","1","Z","0.1","0.1","1","1","0.1","0.1","1","1","0.1","0.1","79","9","7.9","0.9"
"Utah","19 - 64 years","1928","4","1711","11","88.7","0.5","1574","11","81.59999999999999","0.6","1330","15","69","0.8","266","11","13.8","0.6","40","5","2.1","0.2","195","8","10.1","0.4","160","7","8.300000000000001","0.4","38","4","2","0.2","40","4","2.1","0.2","12","2","0.6","0.1","22","3","1.2","0.2","21","2","1.1","0.1","217","10","11.3","0.5"
"Utah","65 years and over","384","2","381","2","99.40000000000001","0.2","216","6","56.3","1.4","109","5","28.4","1.3","119","5","30.9","1.3","26","3","6.7","0.7","365","3","95","0.6","37","3","9.6","0.9","15","2","3.9","0.5","364","3","95","0.6","199","6","51.9","1.4","37","3","9.6","0.9","22","3","5.7","0.7","2","1","0.6","0.2"
"Vermont","All people","639","1","616","3","96.3","0.5","447","7","70","1","358","7","55.9","1.1","101","5","15.8","0.7","15","3","2.4","0.4","266","6","41.6","0.9","147","6","23.1","0.9","24","3","3.7","0.4","140","2","21.9","0.4","80","3","12.4","0.4","26","2","4.1","0.3","14","2","2.1","0.2","23","3","3.7","0.5"
"Vermont","Under 65 years","509","1","486","3","95.5","0.6","367","6","72","1.2","316","6","62","1.2","53","4","10.4","0.8","9","2","1.8","0.5","141","6","27.8","1.1","131","6","25.7","1.1","17","2","3.3","0.5","16","2","3.1","0.4","4","1","0.8","0.2","10","1","1.9","0.3","6","1","1.1","0.2","23","3","4.5","0.6"
"Vermont","Under 19 years","126","2","124","2","98.09999999999999","0.7","76","3","60.6","2.5","68","3","53.7","2.5","8","1","6.5","1.2","3","1","2.5","0.9","54","3","43","2.5","54","3","42.9","2.5","7","1","5.5","1","Z","Z","0.3","0.2","Z","Z","0.1","0.1","Z","Z","0.2","0.2","Z","Z","0.1","0.1","2","1","1.9","0.7"
"Vermont","19 - 64 years","383","2","362","3","94.59999999999999","0.7","290","5","75.7","1.1","248","5","64.7","1.2","45","4","11.6","0.9","6","2","1.6","0.4","87","4","22.7","1.1","77","4","20","1.1","10","2","2.5","0.4","15","2","3.9","0.5","4","1","1","0.3","9","1","2.4","0.4","6","1","1.4","0.3","21","3","5.4","0.7"
"Vermont","65 years and over","130","1","130","1","99.8","0.2","81","3","62","2.1","42","3","32.2","2.1","48","3","36.9","2","6","1","4.5","0.9","125","1","95.90000000000001","0.9","17","2","12.8","1.3","7","1","5.6","1","125","1","95.8","0.9","75","3","58","2","17","2","12.8","1.3","8","1","6.2","0.9","Z","Z","0.2","0.2"
"Virginia","All people","8413","6","7839","20","93.2","0.2","6219","35","73.90000000000001","0.4","5037","36","59.9","0.4","1067","21","12.7","0.3","671","23","8","0.3","2751","24","32.7","0.3","1304","26","15.5","0.3","224","11","2.7","0.1","1501","12","17.8","0.1","869","12","10.3","0.1","193","8","2.3","0.1","264","8","3.1","0.1","574","19","6.8","0.2"
"Virginia","Under 65 years","7028","8","6466","18","92","0.3","5346","32","76.09999999999999","0.5","4554","34","64.8","0.5","637","18","9.1","0.3","504","19","7.2","0.3","1434","25","20.4","0.3","1181","25","16.8","0.4","173","10","2.5","0.1","186","10","2.7","0.1","53","4","0.7","0.1","70","6","1","0.1","172","7","2.4","0.1","562","19","8","0.3"
"Virginia","Under 19 years","2000","7","1912","9","95.59999999999999","0.3","1393","17","69.59999999999999","0.8","1162","16","58.1","0.7","135","9","6.7","0.4","183","9","9.199999999999999","0.5","604","16","30.2","0.8","586","17","29.3","0.8","78","7","3.9","0.3","16","3","0.8","0.2","2","1","0.1","Z","7","2","0.4","0.1","18","3","0.9","0.2","88","6","4.4","0.3"
"Virginia","19 - 64 years","5028","10","4554","17","90.59999999999999","0.3","3953","22","78.59999999999999","0.4","3392","25","67.5","0.5","502","15","10","0.3","321","13","6.4","0.3","830","15","16.5","0.3","595","13","11.8","0.3","95","5","1.9","0.1","170","9","3.4","0.2","50","4","1","0.1","63","6","1.3","0.1","154","7","3.1","0.1","474","15","9.4","0.3"
"Virginia","65 years and over","1385","4","1373","5","99.09999999999999","0.2","873","11","63","0.7","483","9","34.9","0.6","430","10","31.1","0.7","167","8","12","0.6","1317","6","95.09999999999999","0.3","123","5","8.9","0.4","52","4","3.7","0.3","1314","6","94.90000000000001","0.3","816","11","58.9","0.7","123","5","8.9","0.4","92","4","6.6","0.3","12","2","0.9","0.2"
"Washington","All people","7618","4","7130","17","93.59999999999999","0.2","5374","30","70.5","0.4","4433","32","58.2","0.4","976","18","12.8","0.2","315","12","4.1","0.2","2779","29","36.5","0.4","1612","28","21.2","0.4","305","13","4","0.2","1310","10","17.2","0.1","731","12","9.6","0.2","223","8","2.9","0.1","189","9","2.5","0.1","488","17","6.4","0.2"
"Washington","Under 65 years","6386","5","5908","17","92.5","0.3","4629","28","72.5","0.4","4054","30","63.5","0.5","562","15","8.800000000000001","0.2","217","10","3.4","0.2","1607","28","25.2","0.4","1463","27","22.9","0.4","244","13","3.8","0.2","139","7","2.2","0.1","37","3","0.6","0.1","73","5","1.1","0.1","98","7","1.5","0.1","478","17","7.5","0.3"
"Washington","Under 19 years","1766","5","1711","7","96.90000000000001","0.3","1125","18","63.7","1","985","17","55.8","1","103","7","5.8","0.4","80","6","4.5","0.3","705","18","39.9","1","701","18","39.7","1","117","9","6.6","0.5","4","1","0.2","0.1","1","Z","Z","Z","2","1","0.1","0.1","4","2","0.2","0.1","55","6","3.1","0.3"
"Washington","19 - 64 years","4620","7","4197","15","90.8","0.3","3505","18","75.90000000000001","0.4","3069","22","66.40000000000001","0.5","459","12","9.9","0.3","136","7","3","0.1","903","16","19.5","0.4","762","15","16.5","0.3","126","6","2.7","0.1","135","7","2.9","0.1","37","3","0.8","0.1","71","5","1.5","0.1","94","6","2","0.1","424","14","9.199999999999999","0.3"
"Washington","65 years and over","1233","3","1223","3","99.2","0.1","745","11","60.5","0.9","378","10","30.7","0.8","414","10","33.6","0.8","99","5","8","0.4","1172","6","95.09999999999999","0.4","150","5","12.1","0.4","62","4","5","0.3","1171","6","95","0.4","694","11","56.3","0.9","150","5","12.1","0.4","91","5","7.4","0.4","10","2","0.8","0.1"
"West Virginia","All people","1756","1","1649","7","93.90000000000001","0.4","1101","18","62.7","1.1","932","18","53.1","1","215","10","12.3","0.6","42","4","2.4","0.2","858","16","48.8","0.9","496","16","28.2","0.9","83","7","4.7","0.4","425","6","24.2","0.3","245","7","14","0.4","81","5","4.6","0.3","59","4","3.3","0.2","107","7","6.1","0.4"
"West Virginia","Under 65 years","1395","2","1289","8","92.40000000000001","0.5","873","16","62.6","1.2","790","16","56.7","1.2","105","8","7.6","0.6","22","3","1.6","0.2","503","16","36.1","1.1","446","15","32","1.1","60","6","4.3","0.4","71","5","5.1","0.3","24","3","1.7","0.2","31","3","2.2","0.2","23","3","1.7","0.2","106","7","7.6","0.5"
"West Virginia","Under 19 years","381","3","368","4","96.7","0.6","204","10","53.6","2.4","189","9","49.5","2.4","20","4","5.3","0.9","5","1","1.4","0.4","186","9","49","2.3","185","9","48.6","2.3","22","3","5.7","0.8","2","1","0.4","0.2","Z","Z","0.1","0.1","Z","Z","0.1","0.1","Z","Z","0.1","0.1","13","2","3.3","0.6"
"West Virginia","19 - 64 years","1014","3","921","7","90.8","0.6","669","11","66","1.1","602","11","59.4","1.1","85","6","8.4","0.6","16","2","1.6","0.2","317","11","31.3","1.1","261","10","25.8","1","38","4","3.7","0.4","70","5","6.9","0.5","23","3","2.3","0.3","31","3","3","0.3","23","3","2.3","0.3","93","6","9.199999999999999","0.6"
"West Virginia","65 years and over","361","2","360","2","99.7","0.2","228","6","63","1.5","142","6","39.3","1.5","110","6","30.4","1.6","20","3","5.5","0.7","354","3","98.09999999999999","0.5","50","3","13.7","0.9","23","2","6.3","0.6","354","3","98","0.5","222","6","61.3","1.5","50","3","13.7","0.9","36","3","9.800000000000001","0.7","1","1","0.3","0.2"
"Wisconsin","All people","5828","1","5516","10","94.59999999999999","0.2","4284","23","73.5","0.4","3531","23","60.6","0.4","882","16","15.1","0.3","89","6","1.5","0.1","2048","23","35.1","0.4","1064","23","18.2","0.4","223","9","3.8","0.2","1127","7","19.3","0.1","633","10","10.9","0.2","185","6","3.2","0.1","132","5","2.3","0.1","312","10","5.4","0.2"
"Wisconsin","Under 65 years","4796","3","4488","10","93.59999999999999","0.2","3665","21","76.40000000000001","0.4","3288","24","68.59999999999999","0.5","457","14","9.5","0.3","54","5","1.1","0.1","1046","22","21.8","0.5","951","22","19.8","0.5","171","9","3.6","0.2","126","6","2.6","0.1","40","3","0.8","0.1","72","5","1.5","0.1","52","4","1.1","0.1","308","10","6.4","0.2"
"Wisconsin","Under 19 years","1352","4","1297","6","96","0.4","930","12","68.8","0.9","863","13","63.8","0.9","82","6","6.1","0.5","17","3","1.2","0.2","455","13","33.7","1","452","13","33.4","1","86","5","6.4","0.4","7","1","0.5","0.1","3","1","0.2","0.1","4","1","0.3","0.1","1","1","0.1","Z","54","5","4","0.4"
"Wisconsin","19 - 64 years","3444","4","3191","9","92.59999999999999","0.2","2735","13","79.40000000000001","0.4","2425","15","70.40000000000001","0.4","375","10","10.9","0.3","37","3","1.1","0.1","591","12","17.2","0.4","499","12","14.5","0.4","85","5","2.5","0.1","119","6","3.5","0.2","38","3","1.1","0.1","68","4","2","0.1","51","3","1.5","0.1","254","8","7.4","0.2"
"Wisconsin","65 years and over","1032","2","1028","3","99.59999999999999","0.1","619","8","60","0.8","242","6","23.5","0.6","425","7","41.2","0.7","35","2","3.4","0.2","1002","3","97.09999999999999","0.2","113","4","11","0.4","52","2","5.1","0.2","1001","3","97","0.3","593","8","57.4","0.8","113","4","11","0.4","80","3","7.7","0.3","4","1","0.4","0.1"
"Wyoming","All people","570","1","501","6","87.8","1.1","409","8","71.8","1.4","311","9","54.6","1.7","95","6","16.7","1","25","4","4.5","0.7","172","7","30.1","1.2","67","6","11.8","1.1","19","4","3.4","0.6","111","2","19.5","0.4","60","3","10.6","0.6","15","2","2.6","0.4","20","2","3.6","0.4","69","6","12.2","1.1"
"Wyoming","Under 65 years","468","2","399","7","85.2","1.4","350","8","74.8","1.6","287","9","61.3","1.9","59","5","12.6","1","17","4","3.7","0.9","72","6","15.5","1.4","58","6","12.4","1.3","16","3","3.5","0.7","12","2","2.5","0.4","3","1","0.7","0.2","5","1","1.1","0.3","8","2","1.8","0.3","69","6","14.8","1.4"
"Wyoming","Under 19 years","140","2","124","3","88.59999999999999","2.2","98","5","70.09999999999999","3.3","83","5","59.6","3.3","11","2","7.6","1.6","7","2","5.1","1.7","34","5","24.5","3.3","34","5","24.4","3.3","8","2","6","1.5","Z","Z","0.3","0.2","Z","Z","0.1","0.1","Z","Z","0.1","0.1","Z","Z","Z","Z","16","3","11.4","2.2"
"Wyoming","19 - 64 years","328","2","275","5","83.8","1.4","252","5","76.7","1.4","203","6","62","1.8","48","4","14.7","1.1","10","2","3.1","0.7","38","3","11.6","1","24","3","7.3","0.9","8","2","2.4","0.6","11","2","3.5","0.6","3","1","1","0.3","5","1","1.5","0.4","8","2","2.6","0.5","53","5","16.2","1.4"
"Wyoming","65 years and over","102","1","102","1","99.8","0.2","59","3","58.2","3.1","25","2","24.1","2.3","36","3","35.8","2.9","8","1","7.9","1.4","99","2","97.40000000000001","0.8","9","2","9.199999999999999","1.5","3","1","3.1","0.9","99","2","97.3","0.9","57","3","55.8","3","9","2","9.199999999999999","1.5","12","2","11.7","1.5","Z","Z","0.2","0.2"
"Z Rounds to zero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
