"Table with row headers in column A and column headers in rows 6 through 10","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"Tennessee","65 years and over","1111","4","1106","4","99.5","0.1","629","10","56.6","0.8","291","8","26.2","0.7","367","9","33","0.7","91","5","8.199999999999999","0.5","1079","5","97.09999999999999","0.3","143","6","12.9","0.6","59","4","5.3","0.3","1078","5","97","0.3","602","11","54.2","0.9","143","6","12.9","0.6","97","5","8.699999999999999","0.5","6","1","0.5","0.1"
"Texas","All people","28514","6","23280","67","81.59999999999999","0.2","17619","82","61.8","0.3","14657","80","51.4","0.3","3040","46","10.7","0.2","821","26","2.9","0.1","8076","53","28.3","0.2","4533","52","15.9","0.2","540","19","1.9","0.1","4002","22","14","0.1","1864","22","6.5","0.1","758","18","2.7","0.1","618","15","2.2","0.1","5234","67","18.4","0.2"
"Texas","Under 65 years","24861","9","19692","69","79.2","0.3","15738","78","63.3","0.3","13613","74","54.8","0.3","2129","41","8.6","0.2","562","23","2.3","0.1","4631","53","18.6","0.2","4018","49","16.2","0.2","386","18","1.6","0.1","562","18","2.3","0.1","130","7","0.5","Z","244","11","1","Z","341","13","1.4","0.1","5169","67","20.8","0.3"
"Texas","Under 19 years","7808","11","6813","27","87.3","0.3","4130","39","52.9","0.5","3577","38","45.8","0.5","476","16","6.1","0.2","193","14","2.5","0.2","2881","41","36.9","0.5","2843","41","36.4","0.5","192","13","2.5","0.2","46","6","0.6","0.1","6","1","0.1","Z","17","3","0.2","Z","12","3","0.2","Z","995","25","12.7","0.3"
"Texas","19 - 64 years","17053","13","12879","56","75.5","0.3","11608","56","68.09999999999999","0.3","10036","55","58.9","0.3","1653","32","9.699999999999999","0.2","369","13","2.2","0.1","1750","27","10.3","0.2","1175","23","6.9","0.1","194","10","1.1","0.1","517","16","3","0.1","125","7","0.7","Z","227","9","1.3","0.1","329","12","1.9","0.1","4174","53","24.5","0.3"
"Texas","65 years and over","3653","7","3588","10","98.2","0.2","1880","19","51.5","0.5","1044","17","28.6","0.5","911","15","24.9","0.4","259","9","7.1","0.2","3445","11","94.3","0.3","514","13","14.1","0.3","154","5","4.2","0.1","3439","11","94.09999999999999","0.3","1734","19","47.5","0.5","514","13","14.1","0.3","276","9","7.6","0.2","65","7","1.8","0.2"
"Utah","All people","3178","2","2872","16","90.3","0.5","2496","20","78.5","0.6","2053","23","64.59999999999999","0.7","472","18","14.8","0.6","80","6","2.5","0.2","657","14","20.7","0.4","307","14","9.699999999999999","0.5","67","6","2.1","0.2","385","5","12.1","0.2","217","6","6.8","0.2","54","4","1.7","0.1","46","4","1.5","0.1","307","16","9.699999999999999","0.5"
"Utah","Under 65 years","2817","3","2513","16","89.2","0.6","2278","19","80.90000000000001","0.7","1939","22","68.8","0.8","353","16","12.5","0.6","54","5","1.9","0.2","312","14","11.1","0.5","275","14","9.800000000000001","0.5","53","6","1.9","0.2","41","4","1.4","0.1","13","2","0.5","0.1","22","3","0.8","0.1","21","2","0.8","0.1","303","16","10.8","0.6"
"Utah","Under 19 years","983","3","901","6","91.7","0.7","769","11","78.3","1.1","650","13","66.2","1.3","117","9","11.9","0.9","19","3","1.9","0.3","161","10","16.4","1","160","10","16.3","1","28","4","2.9","0.4","2","1","0.2","0.1","Z","Z","Z","Z","1","1","0.1","0.1","1","1","0.1","0.1","82","7","8.300000000000001","0.7"
"Utah","19 - 64 years","1834","4","1612","12","87.90000000000001","0.6","1509","12","82.2","0.6","1289","14","70.3","0.7","237","11","12.9","0.6","36","4","1.9","0.2","151","7","8.300000000000001","0.4","116","7","6.3","0.4","25","3","1.4","0.2","39","4","2.1","0.2","13","2","0.7","0.1","21","2","1.2","0.1","21","2","1.1","0.1","222","11","12.1","0.6"
"Utah","65 years and over","362","2","358","2","99.09999999999999","0.3","218","6","60.2","1.5","114","5","31.4","1.2","118","6","32.7","1.6","26","2","7.1","0.7","345","2","95.3","0.5","32","3","8.9","0.8","14","2","3.9","0.5","344","3","95.2","0.5","204","6","56.5","1.5","32","3","8.9","0.8","25","2","7","0.7","3","1","0.9","0.3"
"Vermont","All people","618","Z","590","3","95.5","0.5","425","8","68.8","1.3","338","8","54.7","1.2","97","5","15.8","0.8","14","3","2.3","0.4","259","7","42","1.1","142","7","22.9","1.1","20","2","3.3","0.4","139","2","22.5","0.4","78","3","12.6","0.5","26","3","4.2","0.4","15","1","2.5","0.2","28","3","4.5","0.5"
"Vermont","Under 65 years","496","1","469","3","94.40000000000001","0.6","348","7","70.09999999999999","1.5","301","7","60.6","1.5","51","4","10.3","0.8","8","2","1.6","0.5","140","7","28.3","1.4","128","7","25.8","1.4","15","2","3","0.4","20","2","4.1","0.4","3","1","0.7","0.1","12","2","2.4","0.4","6","1","1.1","0.2","28","3","5.6","0.6"
"Vermont","Under 19 years","125","2","122","2","97.90000000000001","0.7","75","4","60.2","2.8","67","3","53.6","2.7","8","1","6.1","1.1","3","1","2.1","0.9","54","4","43.5","2.9","54","4","43.1","2.9","7","1","5.6","1","1","1","0.7","0.5","Z","Z","Z","0.1","1","1","0.4","0.4","Z","Z","0.1","0.1","3","1","2.1","0.7"
"Vermont","19 - 64 years","372","2","347","3","93.3","0.7","273","6","73.40000000000001","1.4","234","6","62.9","1.5","43","3","11.6","0.9","5","1","1.4","0.4","86","5","23.2","1.2","74","4","19.9","1.2","8","1","2.1","0.4","19","2","5.2","0.5","3","1","0.9","0.2","11","2","3","0.5","6","1","1.5","0.3","25","3","6.7","0.7"
"Vermont","65 years and over","122","1","122","1","99.8","0.1","78","3","63.6","2.2","37","2","30.5","2","47","2","38.2","1.9","6","1","5.2","0.8","119","1","97.5","0.6","14","1","11.5","1","6","1","4.7","0.7","119","1","97.40000000000001","0.6","75","3","61.2","2.2","14","1","11.5","1","10","1","7.9","0.8","Z","Z","0.2","0.1"
"Virginia","All people","8304","6","7645","23","92.09999999999999","0.3","6196","38","74.59999999999999","0.4","4991","40","60.1","0.5","1094","18","13.2","0.2","644","20","7.7","0.2","2551","28","30.7","0.3","1133","25","13.6","0.3","169","8","2","0.1","1466","7","17.7","0.1","901","10","10.8","0.1","185","7","2.2","0.1","250","10","3","0.1","658","22","7.9","0.3"
"Virginia","Under 65 years","6972","8","6326","23","90.7","0.3","5304","36","76.09999999999999","0.5","4489","35","64.40000000000001","0.5","650","19","9.300000000000001","0.3","481","19","6.9","0.3","1276","27","18.3","0.4","1014","25","14.5","0.4","113","7","1.6","0.1","194","7","2.8","0.1","55","4","0.8","0.1","65","4","0.9","0.1","160","8","2.3","0.1","646","22","9.300000000000001","0.3"
"Virginia","Under 19 years","1975","6","1879","9","95.09999999999999","0.4","1367","19","69.2","0.9","1136","18","57.5","0.9","134","8","6.8","0.4","169","9","8.6","0.5","573","18","29","0.9","551","16","27.9","0.8","54","5","2.7","0.3","17","4","0.9","0.2","3","1","0.2","0.1","5","2","0.3","0.1","15","2","0.7","0.1","97","7","4.9","0.4"
"Virginia","19 - 64 years","4997","10","4447","21","89","0.4","3937","26","78.8","0.5","3353","25","67.09999999999999","0.5","516","15","10.3","0.3","312","12","6.2","0.2","703","14","14.1","0.3","463","12","9.300000000000001","0.3","60","4","1.2","0.1","177","7","3.5","0.1","52","4","1","0.1","60","4","1.2","0.1","145","7","2.9","0.1","550","19","11","0.4"
"Virginia","65 years and over","1332","4","1320","4","99.09999999999999","0.2","892","10","67","0.7","502","11","37.7","0.8","444","8","33.4","0.6","163","7","12.2","0.5","1275","5","95.7","0.3","120","6","9","0.4","55","4","4.1","0.3","1272","5","95.59999999999999","0.3","846","9","63.5","0.7","120","6","9","0.4","91","5","6.8","0.3","12","2","0.9","0.2"
"Washington","All people","7497","4","7001","19","93.40000000000001","0.3","5327","33","71.09999999999999","0.5","4387","37","58.5","0.5","946","16","12.6","0.2","315","15","4.2","0.2","2641","29","35.2","0.4","1484","30","19.8","0.4","224","8","3","0.1","1285","8","17.1","0.1","756","9","10.1","0.1","207","8","2.8","0.1","191","7","2.5","0.1","496","19","6.6","0.3"
"Washington","Under 65 years","6310","5","5823","20","92.3","0.3","4572","34","72.5","0.5","4020","36","63.7","0.6","524","17","8.300000000000001","0.3","216","13","3.4","0.2","1505","30","23.9","0.5","1347","30","21.4","0.5","163","7","2.6","0.1","151","7","2.4","0.1","45","4","0.7","0.1","71","5","1.1","0.1","96","6","1.5","0.1","487","19","7.7","0.3"
"Washington","Under 19 years","1757","5","1703","8","96.90000000000001","0.3","1098","19","62.5","1.1","965","19","54.9","1.1","99","6","5.7","0.4","76","7","4.3","0.4","685","19","39","1.1","679","19","38.6","1.1","77","6","4.4","0.3","8","2","0.4","0.1","1","1","0.1","Z","4","1","0.2","0.1","3","1","0.2","0.1","54","6","3.1","0.3"
"Washington","19 - 64 years","4553","8","4119","17","90.5","0.4","3474","21","76.3","0.5","3055","24","67.09999999999999","0.5","424","13","9.300000000000001","0.3","140","8","3.1","0.2","821","17","18","0.4","668","16","14.7","0.3","86","4","1.9","0.1","143","7","3.1","0.1","43","4","0.9","0.1","67","4","1.5","0.1","93","5","2.1","0.1","433","16","9.5","0.4"
"Washington","65 years and over","1187","3","1179","3","99.3","0.1","755","8","63.6","0.7","367","9","30.9","0.8","423","9","35.6","0.7","99","5","8.300000000000001","0.4","1136","4","95.7","0.3","137","6","11.5","0.5","60","4","5.1","0.4","1134","4","95.5","0.3","711","8","59.9","0.7","137","6","11.5","0.5","95","5","8","0.4","9","2","0.7","0.1"
"West Virginia","All people","1762","1","1644","8","93.3","0.4","1103","18","62.6","1","952","17","54","1","180","8","10.2","0.5","44","5","2.5","0.3","838","14","47.5","0.8","468","14","26.6","0.8","62","5","3.5","0.3","428","6","24.3","0.3","245","6","13.9","0.3","82","5","4.6","0.3","67","4","3.8","0.3","118","8","6.7","0.4"
"West Virginia","Under 65 years","1404","2","1288","8","91.7","0.5","877","16","62.5","1.2","806","16","57.4","1.2","81","6","5.7","0.4","25","4","1.8","0.3","486","14","34.6","1","421","14","30","1","44","5","3.1","0.3","77","5","5.5","0.4","24","2","1.7","0.2","35","4","2.5","0.3","31","4","2.2","0.3","116","8","8.300000000000001","0.5"
"West Virginia","Under 19 years","381","3","367","3","96.5","0.6","207","8","54.4","2.1","192","8","50.5","2.1","14","3","3.6","0.7","8","2","2","0.6","181","8","47.4","2","179","8","46.9","2","19","4","5.1","1","3","1","0.8","0.4","1","1","0.2","0.2","2","1","0.5","0.3","1","1","0.3","0.2","13","2","3.5","0.6"
"West Virginia","19 - 64 years","1023","4","920","7","90","0.6","670","12","65.5","1.2","614","12","60","1.1","67","5","6.5","0.5","17","3","1.6","0.3","305","10","29.8","1","242","9","23.7","0.9","25","2","2.4","0.2","74","5","7.2","0.5","23","2","2.3","0.2","33","4","3.2","0.4","30","3","2.9","0.3","103","7","10","0.6"
"West Virginia","65 years and over","358","2","357","2","99.59999999999999","0.3","226","5","63","1.4","146","5","40.7","1.5","100","5","27.8","1.3","19","2","5.4","0.6","352","2","98.2","0.4","47","3","13.1","0.9","18","2","5","0.5","351","2","98","0.4","221","5","61.6","1.4","47","3","13.1","0.9","36","3","10.2","0.8","2","1","0.4","0.3"
"Wisconsin","All people","5751","1","5423","12","94.3","0.2","4275","25","74.3","0.4","3552","26","61.8","0.4","833","15","14.5","0.3","82","5","1.4","0.1","1907","19","33.2","0.3","949","18","16.5","0.3","169","9","2.9","0.1","1095","6","19","0.1","624","9","10.8","0.2","183","6","3.2","0.1","137","4","2.4","0.1","329","12","5.7","0.2"
"Wisconsin","Under 65 years","4758","3","4432","12","93.2","0.3","3665","23","77","0.5","3307","24","69.5","0.5","418","12","8.800000000000001","0.3","49","4","1","0.1","939","19","19.7","0.4","839","18","17.6","0.4","120","7","2.5","0.2","127","5","2.7","0.1","36","3","0.8","0.1","72","4","1.5","0.1","54","4","1.1","0.1","326","12","6.8","0.3"
"Wisconsin","Under 19 years","1345","4","1294","5","96.2","0.3","939","11","69.8","0.8","878","12","65.3","0.8","71","4","5.3","0.3","13","2","1","0.1","418","11","31.1","0.8","413","11","30.7","0.8","61","5","4.6","0.4","8","2","0.6","0.1","1","Z","0.1","Z","4","1","0.3","0.1","1","1","0.1","Z","51","4","3.8","0.3"
"Wisconsin","19 - 64 years","3413","4","3139","12","91.90000000000001","0.3","2726","16","79.90000000000001","0.5","2430","17","71.2","0.5","347","10","10.2","0.3","36","3","1","0.1","521","12","15.3","0.4","426","11","12.5","0.3","58","4","1.7","0.1","119","5","3.5","0.1","35","3","1","0.1","68","4","2","0.1","53","4","1.6","0.1","275","11","8.1","0.3"
"Wisconsin","65 years and over","993","3","990","3","99.7","0.1","610","8","61.4","0.8","244","6","24.6","0.5","415","7","41.8","0.7","33","2","3.3","0.2","968","4","97.5","0.3","111","4","11.1","0.4","49","2","5","0.2","967","4","97.40000000000001","0.3","588","8","59.2","0.8","111","4","11.1","0.4","82","3","8.300000000000001","0.3","3","1","0.3","0.1"
"Wyoming","All people","569","1","499","7","87.7","1.3","407","9","71.59999999999999","1.6","318","8","55.8","1.5","91","7","16","1.2","22","3","3.9","0.6","166","5","29.2","0.9","66","5","11.7","0.9","12","2","2.1","0.3","106","2","18.6","0.4","63","3","11","0.6","13","2","2.3","0.3","19","3","3.4","0.5","70","7","12.3","1.3"
"Wyoming","Under 65 years","473","2","403","8","85.2","1.5","347","9","73.5","1.8","296","8","62.6","1.7","51","6","10.8","1.2","13","3","2.8","0.6","71","5","15.1","1.1","58","5","12.3","1.1","8","2","1.7","0.3","11","2","2.4","0.4","4","1","0.9","0.3","5","1","1.1","0.3","8","2","1.7","0.4","70","7","14.8","1.5"
"Wyoming","Under 19 years","143","3","128","4","89.40000000000001","1.8","98","5","68.09999999999999","3.1","85","5","59.6","2.9","11","2","7.5","1.7","5","1","3.5","1","34","4","24","2.7","34","4","23.7","2.6","4","1","2.6","0.9","1","Z","0.4","0.2","Z","Z","0.1","0.1","Z","Z","0.2","0.1","Z","Z","0.3","0.2","15","3","10.6","1.8"
"Wyoming","19 - 64 years","329","3","275","6","83.40000000000001","1.7","250","6","75.8","1.7","210","6","63.9","1.6","40","4","12.2","1.2","8","2","2.5","0.6","37","3","11.2","0.8","24","3","7.4","0.8","4","1","1.3","0.4","11","2","3.3","0.6","4","1","1.3","0.4","5","1","1.5","0.4","7","2","2.3","0.5","55","6","16.6","1.7"
"Wyoming","65 years and over","96","2","96","2","99.90000000000001","0.1","60","3","62.4","2.9","22","3","22.6","2.6","40","3","41.7","2.8","9","2","9.1","1.8","95","2","98.3","0.5","8","1","8.5","1.4","4","1","4.4","1","94","2","98.2","0.5","58","3","60.8","3","8","1","8.5","1.4","12","1","12","1.6","Z","Z","0.1","0.1"
"Z Rounds to zero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
